file,title,author,current_t,note_year,master_id,master_time,suggested_t,status,confidence,evidence,verification_status,id
我是猫.md,我是猫,夏目漱石,T4,,CANON-238,1905—1906,T4,PASS,HIGH,CANON-238 首次成书_出版时间=1905—1906,需复核,WL-WORK-3182
我没有自己的名字.md,我没有自己的名字,余华,T6,1995,,,T6,PASS,HIGH,note.year=1995,个人补录,WL-WORK-2805
我的名字叫红.md,我的名字叫红,奥尔罕·帕慕克,T6,,CANON-251,1998,T6,PASS,HIGH,CANON-251 首次成书_出版时间=1998,需复核,WL-WORK-3192
我的大学.md,我的大学,高尔基,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1114
我的安东妮亚.md,我的安东妮亚,薇拉·凯瑟,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2526
我的帝王生涯.md,我的帝王生涯,苏童,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1115
我眼中的恶魔.md,我眼中的恶魔,露丝·伦德尔,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0127
我胆小如鼠.md,我胆小如鼠,余华,T6,1996,,,T6,PASS,HIGH,note.year=1996,个人补录,WL-WORK-2725
我，克劳狄乌斯.md,我，克劳狄乌斯,罗伯特·格雷夫斯,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1116
我，机器人.md,我，机器人,艾萨克·阿西莫夫,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0294
我，至高无上者.md,我，至高无上者,奥古斯托·罗亚·巴斯托斯,T5,,CANON-281,1974,T5,PASS,HIGH,CANON-281 首次成书_出版时间=1974,自动通过,WL-WORK-1712
战争与和平.md,战争与和平,列夫·托尔斯泰,T3,,CANON-122,1865—1869,T3,PASS,HIGH,CANON-122 首次成书_出版时间=1865—1869,自动通过,WL-WORK-1118
战争中没有女性.md,战争中没有女性,阿列克谢耶维奇,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2073
战争和人.md,战争和人,王火,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2865
战舰武藏.md,战舰武藏,吉村昭,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1119
房思琪的初恋乐园.md,房思琪的初恋乐园,林奕含,T6,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2685
所有我们看不见的光.md,所有我们看不见的光,安东尼·多尔,T6,2014,,,T6,PASS,HIGH,note.year=2014,自动通过,WL-WORK-1121
所罗门之歌.md,所罗门之歌,托妮·莫里森,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1122
所罗门王的宝藏.md,所罗门王的宝藏,哈格德,T3,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0702
所罗门的伪证.md,所罗门的伪证,宫部美雪,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0171
手机.md,手机,刘震云,T6,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2719
扎哈克.md,扎哈克,菲尔多西,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1463
打开.md,打开,萨达特·哈桑·曼托,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1715
托巴·泰克·辛.md,托巴·泰克·辛,萨达特·哈桑·曼托,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1716
扶桑.md,扶桑,严歌苓,T6,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2687
抉择.md,抉择,张平,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2867
抓住我：杀了我.md,抓住我：杀了我,威廉·H·哈拉汉,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3104
抛售.md,抛售,保罗·贝蒂,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3072
护身符的故事.md,护身符的故事,E.内斯比特,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0705
押沙龙，押沙龙！.md,押沙龙，押沙龙！,福克纳,T4,,CANON-201,1936,T4,PASS,HIGH,CANON-201 首次成书_出版时间=1936,自动通过,WL-WORK-1123
抽签.md,抽签,雪莉·杰克逊,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0706
拉布拉瓦.md,拉布拉瓦,埃尔莫尔·伦纳德,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3110
拉德茨基进行曲.md,拉德茨基进行曲,约瑟夫·罗特,T4,,CANON-300,1932,T4,PASS,HIGH,CANON-300 首次成书_出版时间=1932,需复核,WL-WORK-3218
拉格泰姆时代.md,拉格泰姆时代,E.L.多克托罗,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1126
拉玛坚.md,拉玛坚,佚名,T2,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1465
拉脱维亚人彼得.md,拉脱维亚人彼得,乔治·西默农,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0227
拉莫娜.md,拉莫娜,海伦·亨特·杰克逊,T3,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2528
拍卖第四十九批.md,拍卖第四十九批,托马斯·品钦,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1718
拓荒者.md,拓荒者,詹姆斯·费尼莫尔·库珀,T3,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2529
拷刑者之影.md,拷刑者之影,吉恩·沃尔夫,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0366
挪威的森林.md,挪威的森林,村上春树,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1128
排列城市.md,排列城市,格雷格·伊根,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0377
掠夺者.md,掠夺者,威廉·福克纳,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2990
探索者.md,探索者,杰克·麦克德维特,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2949
探路者.md,探路者,詹姆斯·费尼莫尔·库珀,T3,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2530
接触.md,接触,卡尔·萨根,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0420
推冰.md,推冰,阿拉斯泰尔·雷诺兹,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0384
推拿.md,推拿,毕飞宇,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2881
提升之战.md,提升之战,大卫·布林,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2910
提嘉娜.md,提嘉娜,盖伊·加夫里尔·凯,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0707
提审亡魂.md,提审亡魂,希拉里·曼特尔,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3069
摆渡人.md,摆渡人,克莱儿·麦克福尔,T6,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2761
摩天楼.md,摩天楼,J.G.巴拉德,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0344
摩诃婆罗多.md,摩诃婆罗多,毗耶娑,T0,,CANON-011,约前4世纪—4世纪,T0,PASS,HIGH,CANON-011 首次成书_出版时间=约前4世纪—4世纪,自动通过,WL-WORK-1130
撒冷镇.md,撒冷镇,斯蒂芬·金,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0709
撞车.md,撞车,J.G.巴拉德,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0343
播种者寓言.md,播种者寓言,奥克塔维娅·巴特勒,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0362
故事新编·铸剑.md,故事新编·铸剑,鲁迅,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2531
救命之距.md,救命之距,萨曼塔·施韦布林,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0710
散宜生.md,散宜生,格雷格·伊根,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0378
散文埃达.md,散文埃达,斯诺里·斯图鲁松,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1466
敦威治恐怖事件.md,敦威治恐怖事件,洛夫克拉夫特,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0711
敦煌.md,敦煌,井上靖,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1131
文城.md,文城,余华,T6,2021,,,T6,PASS,HIGH,note.year=2021,个人补录,WL-WORK-2723
斗罗大陆.md,斗罗大陆,唐家三少,T6,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2742
斜屋犯罪.md,斜屋犯罪,岛田庄司,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0177
斜阳.md,斜阳,太宰治,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1721
断剑.md,断剑,波尔·安德森,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0712
断背山.md,断背山,安妮·普鲁,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2532
斯兰.md,斯兰,A.E.范沃格特,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0314
斯卡拉穆什.md,斯卡拉穆什,拉斐尔·萨巴蒂尼,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2533
斯大林格勒.md,斯大林格勒,瓦西里·格罗斯曼,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2075
斯居戴里小姐.md,斯居戴里小姐,E.T.A.霍夫曼,T3,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0001
斯泰尔斯庄园奇案.md,斯泰尔斯庄园奇案,阿加莎·克里斯蒂,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0028
斯里拉玛传.md,斯里拉玛传,佚名,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1467
新·平家物语.md,新·平家物语,吉川英治,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2534
新一天之歌.md,新一天之歌,莎拉·平斯克,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2953
新书太阁记.md,新书太阁记,吉川英治,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1133
新参者.md,新参者,东野圭吾,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0214
新大西岛.md,新大西岛,弗朗西斯·培根,T2,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0258
新奥尔良哀歌.md,新奥尔良哀歌,朱莉·史密斯,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3117
新星.md,新星,塞缪尔·R.德拉尼,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0349
新爱洛伊丝.md,新爱洛伊丝,卢梭,T2,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2077
新编五代史平话.md,新编五代史平话,佚名,T1,,,,,REVIEW,,缺少可靠年代证据,人工核验,WL-WORK-T1-WUDAI-PINGHUA
新选组血风录.md,新选组血风录,司马辽太郎,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2535
方尖碑之门.md,方尖碑之门,N.K.杰米辛,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0714
方法论.md,方法论,阿莱霍·卡彭铁尔,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1723
施疗室里.md,施疗室里,川端康成,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1724
旅行书（埃夫利亚·切莱比）.md,旅行书,埃夫利亚·切莱比,T2,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-T2-SEYAHATNAME
族长的秋天.md,族长的秋天,加西亚·马尔克斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1725
无人生还.md,无人生还,阿加莎·克里斯蒂,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0024
无名的裘德.md,无名的裘德,托马斯·哈代,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1135
无命运的人生.md,无命运的人生,凯尔泰斯,T5,,CANON-298,1975,T5,PASS,HIGH,CANON-298 首次成书_出版时间=1975,自动通过,WL-WORK-2079
无声告白.md,无声告白,伍绮诗,T6,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2728
无字.md,无字,张洁,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2871
无尽世界.md,无尽世界,肯·福莱特,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1136
无敌号.md,无敌号,斯坦尼斯瓦夫·莱姆,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0335
无有乡.md,无有乡,尼尔·盖曼,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0715
无根之木.md,无根之木,娜奥米·诺维克,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0716
无证之罪.md,无证之罪,紫金陈,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0243
无面杀手.md,无面杀手,亨宁·曼凯尔,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0220
日瓦戈医生.md,日瓦戈医生,帕斯捷尔纳克,T5,,CANON-162,1957,T5,PASS,HIGH,CANON-162 首次成书_出版时间=1957,自动通过,WL-WORK-1730
早安，午夜.md,早安，午夜,简·里斯,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1731
早秋.md,早秋,路易斯·布罗姆菲尔德,T4,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2965
时代景观.md,时代景观,格雷戈里·本福德,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0371
时时刻刻.md,时时刻刻,迈克尔·坎宁安,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3015
时间.md,时间,堀田善卫,T5,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2718
时间之子.md,时间之子,阿德里安·柴考斯基,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0385
时间回旋.md,时间回旋,罗伯特·查尔斯·威尔逊,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0380
时间机器.md,时间机器,H.G.威尔斯,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0273
时间的女儿.md,时间的女儿,约瑟芬·铁伊,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0058
时间调校研究所.md,时间调校研究所,艾哈迈德·哈姆迪·坦普纳尔,T5,,CANON-249,1961,T5,PASS,HIGH,CANON-249 首次成书_出版时间=1961,需复核,WL-WORK-3190
时间边缘的女人.md,时间边缘的女人,玛吉·皮尔西,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0358
昆丁·达沃德.md,昆丁·达沃德,沃尔特·司各特,T3,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0718
昆仑.md,昆仑,凤歌,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2537
昆廷·达沃德.md,昆廷·达沃德,沃尔特·司各特,T3,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2539
明亮之门的圣人.md,明亮之门的圣人,瓦杰拉·钱德拉塞克拉,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2955
明亮的夜晚.md,明亮的夜晚,崔恩荣,T6,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2702
昔日甜鸟歌唱处.md,昔日甜鸟歌唱处,凯特·威廉姆,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2904
星之彩.md,星之彩,洛夫克拉夫特,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0719
星期一开始于星期六.md,星期一开始于星期六,斯特鲁加茨基兄弟,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0338
星潮汹涌.md,星潮汹涌,大卫·布林,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2909
星船伞兵.md,星船伞兵,罗伯特·海因莱因,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0301
星辰时刻.md,星辰时刻,克拉丽丝·利斯佩克托,T5,,CANON-273,1977,T5,PASS,HIGH,CANON-273 首次成书_出版时间=1977,自动通过,WL-WORK-1732
春.md,春,巴金,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1139
春桃.md,春桃,许地山,T4,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2681
春雪.md,春雪,三岛由纪夫,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1733
春香传.md,春香传,佚名,T2,,CANON-059,约18—19世纪,T3,MOVE_CANDIDATE,HIGH,CANON-059 首次成书_出版时间=约18—19世纪,需复核,WL-WORK-2819
智利之夜.md,智利之夜,波拉尼奥,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2082
暗夜呢喃.md,暗夜呢喃,洛夫克拉夫特,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0721
暗算.md,暗算,麦家,T6,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2671
暗适应的眼睛.md,暗适应的眼睛,露丝·伦德尔,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3113
暗黑扫描仪.md,暗黑扫描仪,菲利普·K.迪克,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0331
暧昧的冒险.md,暧昧的冒险,谢赫·哈米杜·卡内,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1734
暮鼓晨钟——少年康熙.md,暮鼓晨钟——少年康熙,凌力,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1141
暴风上尉.md,暴风上尉,埃米利奥·萨尔加里,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2540
暴风雨.md,暴风雨,威廉·莎士比亚,T2,,CANON-074,约1611,T2,PASS,HIGH,CANON-074 首次成书_出版时间=约1611,需复核,WL-WORK-2829
更不必说那条狗.md,更不必说那条狗,康妮·威利斯,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2916
曼斯菲尔德庄园.md,曼斯菲尔德庄园,简·奥斯汀,T3,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1144
曼波王演奏情歌.md,曼波王演奏情歌,奥斯卡·希胡埃洛斯,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3007
曾根崎心中.md,曾根崎心中,近松门左卫门,T2,1703,,,T2,PASS,HIGH,note.year=1703,手工核验,WL-WORK-T2-SONEZAKI
最初登上月球的人.md,最初登上月球的人,H.G.威尔斯,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0277
最后一个人.md,最后一个人,玛丽·雪莱,T3,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0263
最后一个莫希干人.md,最后一个莫希干人,詹姆斯·费尼莫尔·库珀,T3,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0723
最后一战.md,最后一战,C.S.刘易斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0724
最后一颗子弹留给我.md,最后一颗子弹留给我,刘猛,T6,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2769
最后和最初的人.md,最后和最初的人,奥拉夫·斯塔普雷顿,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0285
最后的吩咐.md,最后的吩咐,格雷厄姆·斯威夫特,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3058
最后的见证者.md,最后的见证者,阿列克谢耶维奇,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2083
最后的酒.md,最后的酒,玛丽·瑞瑙特,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1145
最明净的地区.md,最明净的地区,卡洛斯·富恩特斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1737
最蓝的眼睛.md,最蓝的眼睛,托妮·莫里森,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1146
最遥远的海岸.md,最遥远的海岸,厄休拉·勒古恩,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0725
月亮与太阳.md,月亮与太阳,冯达·麦金泰尔,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2944
月亮与篝火.md,月亮与篝火,切萨雷·帕韦泽,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1738
月亮宝石.md,月亮宝石,威尔基·柯林斯,T3,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0003
月亮是个严厉的主人.md,月亮是个严厉的主人,罗伯特·海因莱因,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2902
月亮虎.md,月亮虎,佩内洛普·莱夫利,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3053
月光游戏.md,月光游戏,有栖川有栖,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0183
月心.md,月心,艾玛·布尔,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0727
有事要交代.md,有事要交代,P.H.纽比,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3035
有产业的人.md,有产业的人,约翰·高尔斯华绥,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1147
有人居住的星球.md,有人居住的星球,斯特鲁加茨基兄弟,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1148
有匪.md,有匪,Priest,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2543
有翼之暗.md,有翼之暗,麻耶雄嵩,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0194
朝花夕拾.md,朝花夕拾,鲁迅,T4,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2679
未完的传说.md,未完的传说,J.R.R.托尔金,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0728
未来世界.md,未来世界,H.G.威尔斯,T4,1933,,,T4,PASS,HIGH,note.year=1933,自动通过,WL-WORK-0291
未来事务部.md,未来事务部,金·斯坦利·罗宾逊,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0428
未来故乡的活神.md,未来故乡的活神,路易丝·厄德里奇,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1152
末日之书.md,末日之书,康妮·威利斯,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0438
本巴.md,本巴,刘亮程,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2893
本生经.md,本生经,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1471
本达希申.md,本达希申,佚名,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1472
本阵杀人事件.md,本阵杀人事件,横沟正史,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0151
朱莉小姐.md,朱莉小姐,斯特林堡,T3,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1741
机器人大师.md,机器人大师,斯坦尼斯瓦夫·莱姆,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0333
机器人短篇全集.md,机器人短篇全集,艾萨克·阿西莫夫,T5,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2666
机器停止运转.md,机器停止运转,E.M.福斯特,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0279
机器岛.md,机器岛,儒勒·凡尔纳,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0271
机械.md,机械,横光利一,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1742
杀戮天使.md,杀戮天使,迈克尔·沙拉,T5,1974,,,T5,PASS,HIGH,note.year=1974,自动通过,WL-WORK-1153
杀戮时刻.md,杀戮时刻,约翰·格里森姆,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0119
杀死一只知更鸟.md,杀死一只知更鸟,哈珀·李,T5,,CANON-171,1960,T5,PASS,HIGH,CANON-171 首次成书_出版时间=1960,自动通过,WL-WORK-1154
杀鹿人.md,杀鹿人,詹姆斯·费尼莫尔·库珀,T3,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0730
权力的游戏.md,权力的游戏,乔治·R.R.马丁,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0731
权力问题.md,权力问题,贝茜·黑德,T5,,CANON-266,1973,T5,PASS,HIGH,CANON-266 首次成书_出版时间=1973,需复核,WL-WORK-3202
李尔王.md,李尔王,威廉·莎士比亚,T2,,CANON-071,约1605—1606,T2,PASS,HIGH,CANON-071 首次成书_出版时间=约1605—1606,需复核,WL-WORK-2827
李白诗选.md,李白诗选,李白,T1,,CANON-239,8世纪,T1,PASS,HIGH,CANON-239 首次成书_出版时间=8世纪,需复核,WL-WORK-3183
李自成.md,李自成,姚雪垠,T6,1999,,,T6,PASS,HIGH,note.year=1999,自动通过,WL-WORK-1156
杜伊诺哀歌.md,杜伊诺哀歌,里尔克,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1743
杜甫诗选.md,杜甫诗选,杜甫,T1,,CANON-240,8世纪,T1,PASS,HIGH,CANON-240 首次成书_出版时间=8世纪,需复核,WL-WORK-3184
来不及说我爱你.md,来不及说我爱你,匪我思存,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2084
来世.md,来世,阿卜杜勒拉扎克·古尔纳,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1157
杨家将.md,杨家将,熊大木,T2,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2733
杯雪.md,杯雪,小椴,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2545
杰克.md,杰克,玛丽莲·罗宾逊,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1158
杰夫代特先生和他的儿子们.md,杰夫代特先生和他的儿子们,奥尔罕·帕慕克,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1159
杰拉德准将历险记.md,杰拉德准将历险记,柯南·道尔,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2546
杰米·麦克菲特斯的旅行.md,杰米·麦克菲特斯的旅行,罗伯特·刘易斯·泰勒,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2987
杰里科之死.md,杰里科之死,科林·德克斯特,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0106
松迪亚塔史诗.md,松迪亚塔史诗,佚名,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1473
极光.md,极光,金·斯坦利·罗宾逊,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0383
