file,title,author,year,current_t,current_axis_t,suggested_t_by_year,status,reason,verification_status,id
恶魔吹着笛子来.md,恶魔吹着笛子来,横沟正史,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0155
悲伤的边缘.md,悲伤的边缘,埃德温·奥康纳,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2989
悲观主义者塞义德的奇异事件.md,悲观主义者塞义德的奇异事件,埃米尔·哈比比,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1704
愤怒的回顾.md,愤怒的回顾,约翰·奥斯本,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1706
我们一直住在城堡里.md,我们一直住在城堡里,雪莉·杰克逊,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0698
我们在奥斯维辛.md,我们在奥斯维辛,塔德乌什·博罗夫斯基,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1707
我们街区的孩子们.md,我们街区的孩子们,纳吉布·马哈福兹,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1710
我内心的恶魔.md,我内心的恶魔,吉姆·汤普森,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0086
我是传奇.md,我是传奇,理查德·麦瑟森,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0323
我眼中的恶魔.md,我眼中的恶魔,露丝·伦德尔,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0127
我，机器人.md,我，机器人,艾萨克·阿西莫夫,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0294
我，至高无上者.md,我，至高无上者,奥古斯托·罗亚·巴斯托斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1712
战舰武藏.md,战舰武藏,吉村昭,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1119
所罗门之歌.md,所罗门之歌,托妮·莫里森,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1122
打开.md,打开,萨达特·哈桑·曼托,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1715
托巴·泰克·辛.md,托巴·泰克·辛,萨达特·哈桑·曼托,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1716
托巴·泰克·辛格.md,托巴·泰克·辛格,萨达特·哈桑·曼托,1955,T5,T5 二战后多极文学,T5,PASS,按 year 与正式 T 轴范围一致,手工核验,WL-WORK-R3-18161939
抓住我：杀了我.md,抓住我：杀了我,威廉·H·哈拉汉,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3104
抽签.md,抽签,雪莉·杰克逊,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0706
拉格泰姆时代.md,拉格泰姆时代,E.L.多克托罗,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1126
拉脱维亚人彼得.md,拉脱维亚人彼得,乔治·西默农,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0227
拍卖第四十九批.md,拍卖第四十九批,托马斯·品钦,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1718
掠夺者.md,掠夺者,威廉·福克纳,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2990
摩天楼.md,摩天楼,J.G.巴拉德,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0344
撒冷镇.md,撒冷镇,斯蒂芬·金,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0709
撞车.md,撞车,J.G.巴拉德,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0343
敦煌.md,敦煌,井上靖,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1131
斜阳.md,斜阳,太宰治,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1721
断剑.md,断剑,波尔·安德森,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0712
斯大林格勒.md,斯大林格勒,瓦西里·格罗斯曼,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2075
新·平家物语.md,新·平家物语,吉川英治,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2534
新星.md,新星,塞缪尔·R.德拉尼,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0349
新选组血风录.md,新选组血风录,司马辽太郎,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2535
方法论.md,方法论,阿莱霍·卡彭铁尔,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1723
族长的秋天.md,族长的秋天,加西亚·马尔克斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1725
无命运的人生.md,无命运的人生,凯尔泰斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2079
无敌号.md,无敌号,斯坦尼斯瓦夫·莱姆,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0335
日瓦戈医生.md,日瓦戈医生,帕斯捷尔纳克,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1730
时间.md,时间,堀田善卫,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,个人补录,WL-WORK-2718
时间的女儿.md,时间的女儿,约瑟芬·铁伊,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0058
时间调校研究所.md,时间调校研究所,艾哈迈德·哈姆迪·坦普纳尔,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3190
时间边缘的女人.md,时间边缘的女人,玛吉·皮尔西,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0358
昔日甜鸟歌唱处.md,昔日甜鸟歌唱处,凯特·威廉姆,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2904
星期一开始于星期六.md,星期一开始于星期六,斯特鲁加茨基兄弟,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0338
星船伞兵.md,星船伞兵,罗伯特·海因莱因,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0301
星辰时刻.md,星辰时刻,克拉丽丝·利斯佩克托,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1732
春雪.md,春雪,三岛由纪夫,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1733
暗黑扫描仪.md,暗黑扫描仪,菲利普·K.迪克,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0331
暧昧的冒险.md,暧昧的冒险,谢赫·哈米杜·卡内,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1734
最后一战.md,最后一战,C.S.刘易斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0724
最后的酒.md,最后的酒,玛丽·瑞瑙特,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1145
最明净的地区.md,最明净的地区,卡洛斯·富恩特斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1737
最蓝的眼睛.md,最蓝的眼睛,托妮·莫里森,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1146
最遥远的海岸.md,最遥远的海岸,厄休拉·勒古恩,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0725
月亮与篝火.md,月亮与篝火,切萨雷·帕韦泽,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1738
月亮是个严厉的主人.md,月亮是个严厉的主人,罗伯特·海因莱因,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2902
有事要交代.md,有事要交代,P.H.纽比,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3035
有人居住的星球.md,有人居住的星球,斯特鲁加茨基兄弟,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1148
本阵杀人事件.md,本阵杀人事件,横沟正史,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0151
机器人大师.md,机器人大师,斯坦尼斯瓦夫·莱姆,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0333
机器人短篇全集.md,机器人短篇全集,艾萨克·阿西莫夫,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,个人补录,WL-WORK-2666
杀戮天使.md,杀戮天使,迈克尔·沙拉,1974,T5,T5 二战后多极文学,T5,PASS,按 year 与正式 T 轴范围一致,自动通过,WL-WORK-1153
杀死一只知更鸟.md,杀死一只知更鸟,哈珀·李,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1154
权力问题.md,权力问题,贝茜·黑德,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3202
杰米·麦克菲特斯的旅行.md,杰米·麦克菲特斯的旅行,罗伯特·刘易斯·泰勒,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2987
林加拉密码.md,林加拉密码,沃伦·基弗,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3100
林海雪原.md,林海雪原,曲波,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1745
枭之城.md,枭之城,司马辽太郎,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2548
柏林谍影.md,柏林谍影,约翰·勒卡雷,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0253
染血之室.md,染血之室,安吉拉·卡特,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0732
柳生忍法帖.md,柳生忍法帖,山田风太郎,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2549
柳生武艺帐.md,柳生武艺帐,五味康祐,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2550
格兰奇·科普兰的第三次生命.md,格兰奇·科普兰的第三次生命,爱丽丝·沃克,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1747
格里姆斯克里布.md,格里姆斯克里布,默文·皮克,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0738
梅尔尼波内的艾尔利克.md,梅尔尼波内的艾尔利克,迈克尔·莫考克,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0740
梦蛇.md,梦蛇,冯达·麦金泰尔,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2905
棕榈酒鬼.md,棕榈酒鬼,阿莫斯·图图奥拉,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1754
楚留香：血海飘香.md,楚留香：血海飘香,古龙,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2551
楼兰.md,楼兰,井上靖,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1165
榕树叶.md,榕树叶,阿尔伯特·温特,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3214
樅ノ木は残った.md,樅ノ木は残った,山本周五郎,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2553
模仿者.md,模仿者,V.S.奈保尔,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1755
欢乐英雄.md,欢乐英雄,古龙,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2554
歌门鬼城.md,歌门鬼城,默文·皮克,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0743
武士的一分.md,武士的一分,藤泽周平,1978,T5,T5 二战后多极文学,T5,PASS,按 year 与正式 T 轴范围一致,自动通过,WL-WORK-2556
死亡与国王的侍从.md,死亡与国王的侍从,沃莱·索因卡,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1756
死亡与快乐女人.md,死亡与快乐女人,埃利斯·彼得斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3091
死亡地带.md,死亡地带,斯蒂芬·金,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0744
母亲的快乐.md,母亲的快乐,布奇·埃梅切塔,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1170
毕司沃斯先生的房子.md,毕司沃斯先生的房子,V.S.奈保尔,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1759
水晶洞.md,水晶洞,玛丽·斯图尔特,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0748
永恒的终结.md,永恒的终结,艾萨克·阿西莫夫,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0299
永远的战争.md,永远的战争,乔·霍尔德曼,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0416
江湖夜雨十年灯.md,江湖夜雨十年灯,诸葛青云,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2564
沃斯.md,沃斯,帕特里克·怀特,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3210
沉静的美国人.md,沉静的美国人,格雷厄姆·格林,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2087
沉默.md,沉默,远藤周作,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1179
沙丘.md,沙丘,弗兰克·赫伯特,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0327
没有人给他写信的上校.md,没有人给他写信的上校,加西亚·马尔克斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1763
没有界限的地方.md,没有界限的地方,何塞·多诺索,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1764
法兰柴思事件.md,法兰柴思事件,约瑟芬·铁伊,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0059
法国中尉的女人.md,法国中尉的女人,约翰·福尔斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1183
法官和他的刽子手.md,法官和他的刽子手,弗里德里希·迪伦马特,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0236
波斯少年.md,波斯少年,玛丽·瑞瑙特,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1184
泰特斯·格罗恩.md,泰特斯·格罗恩,默文·皮克,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0757
洛丽塔.md,洛丽塔,纳博科夫,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2090
洪堡的礼物.md,洪堡的礼物,索尔·贝娄,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2997
流浪者.md,流浪者,弗里茨·莱伯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2900
浮现.md,浮现,玛格丽特·阿特伍德,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1770
海与毒药.md,海与毒药,远藤周作,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1188
海法归来.md,海法归来,格桑·卡纳法尼,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1772
海滩上.md,海滩上,内维尔·舒特,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0324
涂脂抹粉的小嘴.md,涂脂抹粉的小嘴,曼努埃尔·普伊格,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1775
消逝的足迹.md,消逝的足迹,阿莱霍·卡彭铁尔,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1776
淫秽的夜鸟.md,淫秽的夜鸟,何塞·多诺索,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1777
混凝土岛.md,混凝土岛,J.G.巴拉德,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1193
淹没的世界.md,淹没的世界,J.G.巴拉德,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0342
温室.md,温室,布莱恩·奥尔迪斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0346
漫长的告别.md,漫长的告别,雷蒙德·钱德勒,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0074
潜入沉船.md,潜入沉船,阿德里安娜·里奇,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1781
火之河.md,火之河,库拉图兰·海德尔,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1782
火星编年史.md,火星编年史,雷·布拉德伯里,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0318
火河.md,火河,库拉图莱因·海德尔,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3177
火车怪客.md,火车怪客,帕特里夏·海史密斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0084
火车正点.md,火车正点,海因里希·伯尔,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2093
点与线.md,点与线,松本清张,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0161
烈日下的人们.md,烈日下的人们,格桑·卡纳法尼,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1783
烟中之虎.md,烟中之虎,玛杰里·阿林厄姆,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0057
热与尘.md,热与尘,露丝·普拉瓦尔·贾布瓦拉,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3042
燃烧吧剑.md,燃烧吧剑,司马辽太郎,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1205
燃烧的原野.md,燃烧的原野,胡安·鲁尔福,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1784
爱因斯坦交叉.md,爱因斯坦交叉,塞缪尔·R.德拉尼,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2930
物.md,物,乔治·佩雷克,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1789
特拉特洛尔科之夜.md,特拉特洛尔科之夜,埃莱娜·波尼亚托夫斯卡,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1790
犬神家族.md,犬神家族,横沟正史,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0153
独立之阳.md,独立之阳,阿马杜·库鲁马,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3205
独立的太阳.md,独立的太阳,艾哈迈杜·库鲁马,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1793
狮子、女巫和魔衣橱.md,狮子、女巫和魔衣橱,C.S.刘易斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0772
狱门岛.md,狱门岛,横沟正史,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0152
猫头鹰在哭泣.md,猫头鹰在哭泣,珍妮特·弗雷姆,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3212
猫的摇篮.md,猫的摇篮,库尔特·冯内古特,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0352
献给阿尔吉侬的花束.md,献给阿尔吉侬的花束,丹尼尔·凯斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0326
猴山之梦.md,猴山之梦,德里克·沃尔科特,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1794
