file,title,author,current_t,note_year,master_id,master_time,suggested_t,status,confidence,evidence,verification_status,id
无命运的人生.md,无命运的人生,凯尔泰斯,T5,,CANON-298,1975,T5,PASS,HIGH,CANON-298 首次成书_出版时间=1975,自动通过,WL-WORK-2079
无境之兽.md,无境之兽,乌佐丁马·伊韦阿拉,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2080
无尽的玩笑.md,无尽的玩笑,大卫·福斯特·华莱士,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-b5ee09cd21
无敌号.md,无敌号,斯坦尼斯瓦夫·莱姆,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0335
日瓦戈医生.md,日瓦戈医生,帕斯捷尔纳克,T5,,CANON-162,1957,T5,PASS,HIGH,CANON-162 首次成书_出版时间=1957,自动通过,WL-WORK-1730
时间.md,时间,堀田善卫,T5,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2718
时间的女儿.md,时间的女儿,约瑟芬·铁伊,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0058
时间调校研究所.md,时间调校研究所,艾哈迈德·哈姆迪·坦普纳尔,T5,,CANON-249,1961,T5,PASS,HIGH,CANON-249 首次成书_出版时间=1961,需复核,WL-WORK-3190
时间边缘的女人.md,时间边缘的女人,玛吉·皮尔西,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0358
昔日甜鸟歌唱处.md,昔日甜鸟歌唱处,凯特·威廉姆,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2904
星期一开始于星期六.md,星期一开始于星期六,斯特鲁加茨基兄弟,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0338
星船伞兵.md,星船伞兵,罗伯特·海因莱因,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0301
星辰时刻.md,星辰时刻,克拉丽丝·利斯佩克托,T5,,CANON-273,1977,T5,PASS,HIGH,CANON-273 首次成书_出版时间=1977,自动通过,WL-WORK-1732
春雪.md,春雪,三岛由纪夫,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1733
暗黑扫描仪.md,暗黑扫描仪,菲利普·K.迪克,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0331
暧昧的冒险.md,暧昧的冒险,谢赫·哈米杜·卡内,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1734
最后一战.md,最后一战,C.S.刘易斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0724
最后的酒.md,最后的酒,玛丽·瑞瑙特,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1145
最明净的地区.md,最明净的地区,卡洛斯·富恩特斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1737
最蓝的眼睛.md,最蓝的眼睛,托妮·莫里森,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1146
最遥远的海岸.md,最遥远的海岸,厄休拉·勒古恩,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0725
月亮与篝火.md,月亮与篝火,切萨雷·帕韦泽,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1738
月亮是个严厉的主人.md,月亮是个严厉的主人,罗伯特·海因莱因,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2902
有事要交代.md,有事要交代,P.H.纽比,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3035
有人居住的星球.md,有人居住的星球,斯特鲁加茨基兄弟,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1148
本阵杀人事件.md,本阵杀人事件,横沟正史,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0151
机器人大师.md,机器人大师,斯坦尼斯瓦夫·莱姆,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0333
机器人短篇全集.md,机器人短篇全集,艾萨克·阿西莫夫,T5,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2666
杀戮天使.md,杀戮天使,迈克尔·沙拉,T5,1974,,,T5,PASS,HIGH,note.year=1974,自动通过,WL-WORK-1153
杀死一只知更鸟.md,杀死一只知更鸟,哈珀·李,T5,,CANON-171,1960,T5,PASS,HIGH,CANON-171 首次成书_出版时间=1960,自动通过,WL-WORK-1154
权力的殖民性、欧洲中心主义与拉丁美洲.md,权力的殖民性、欧洲中心主义与拉丁美洲,阿尼瓦尔·基哈诺,T5,,,,,REVIEW,,缺少可靠年代证据,metadata_pending,WL-WORK-3237
权力问题.md,权力问题,贝茜·黑德,T5,,CANON-266,1973,T5,PASS,HIGH,CANON-266 首次成书_出版时间=1973,需复核,WL-WORK-3202
杰米·麦克菲特斯的旅行.md,杰米·麦克菲特斯的旅行,罗伯特·刘易斯·泰勒,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2987
林加拉密码.md,林加拉密码,沃伦·基弗,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3100
林海雪原.md,林海雪原,曲波,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1745
枭之城.md,枭之城,司马辽太郎,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2548
枯萎的花.md,枯萎的花,Nou Hach,T5,1949,,,T5,PASS,HIGH,note.year=1949,手工核验,WL-WORK-R8-022
柏林谍影.md,柏林谍影,约翰·勒卡雷,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0253
染血之室.md,染血之室,安吉拉·卡特,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0732
柳生忍法帖.md,柳生忍法帖,山田风太郎,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2549
柳生武艺帐.md,柳生武艺帐,五味康祐,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2550
格兰奇·科普兰的第三次生命.md,格兰奇·科普兰的第三次生命,爱丽丝·沃克,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1747
格里姆斯克里布.md,格里姆斯克里布,默文·皮克,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0738
梅尔尼波内的艾尔利克.md,梅尔尼波内的艾尔利克,迈克尔·莫考克,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0740
梦蛇.md,梦蛇,冯达·麦金泰尔,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2905
棕榈酒鬼.md,棕榈酒鬼,阿莫斯·图图奥拉,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1754
椅子.md,椅子,欧仁·尤内斯库,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-c0f9415283
楚留香：血海飘香.md,楚留香：血海飘香,古龙,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2551
楼兰.md,楼兰,井上靖,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1165
榕树叶.md,榕树叶,阿尔伯特·温特,T5,,CANON-293,1979,T5,PASS,HIGH,CANON-293 首次成书_出版时间=1979,需复核,WL-WORK-3214
樅ノ木は残った.md,樅ノ木は残った,山本周五郎,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2553
模仿者.md,模仿者,V.S.奈保尔,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1755
橡皮.md,橡皮,阿兰·罗伯-格里耶,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-5fdfd61a3b
欢乐英雄.md,欢乐英雄,古龙,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2554
歌门鬼城.md,歌门鬼城,默文·皮克,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0743
武士的一分.md,武士的一分,藤泽周平,T5,1978,,,T5,PASS,HIGH,note.year=1978,自动通过,WL-WORK-2556
死亡与国王的侍从.md,死亡与国王的侍从,沃莱·索因卡,T5,,CANON-258,1975,T5,PASS,HIGH,CANON-258 首次成书_出版时间=1975,自动通过,WL-WORK-1756
死亡与快乐女人.md,死亡与快乐女人,埃利斯·彼得斯,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3091
死亡地带.md,死亡地带,斯蒂芬·金,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0744
殖民者与被殖民者.md,殖民者与被殖民者,阿尔贝·梅米,T5,,,,,REVIEW,,缺少可靠年代证据,metadata_pending,WL-WORK-3229
母亲的快乐.md,母亲的快乐,布奇·埃梅切塔,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1170
毕司沃斯先生的房子.md,毕司沃斯先生的房子,V.S.奈保尔,T5,,CANON-276,1961,T5,PASS,HIGH,CANON-276 首次成书_出版时间=1961,自动通过,WL-WORK-1759
水晶洞.md,水晶洞,玛丽·斯图尔特,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0748
永恒的终结.md,永恒的终结,艾萨克·阿西莫夫,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0299
永远的战争.md,永远的战争,乔·霍尔德曼,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0416
江湖夜雨十年灯.md,江湖夜雨十年灯,诸葛青云,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2564
汽油.md,汽油,格雷戈里·科索,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M4-fd629b27
沃斯.md,沃斯,帕特里克·怀特,T5,,CANON-288,1957,T5,PASS,HIGH,CANON-288 首次成书_出版时间=1957,需复核,WL-WORK-3210
沉静的美国人.md,沉静的美国人,格雷厄姆·格林,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2087
沉默.md,沉默,远藤周作,T5,,CANON-058,1966,T5,PASS,HIGH,CANON-058 首次成书_出版时间=1966,自动通过,WL-WORK-1179
沙丘.md,沙丘,弗兰克·赫伯特,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0327
没有人给他写信的上校.md,没有人给他写信的上校,加西亚·马尔克斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1763
没有界限的地方.md,没有界限的地方,何塞·多诺索,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1764
河湾.md,河湾,V.S.奈保尔,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M4-aa0ce696
法兰柴思事件.md,法兰柴思事件,约瑟芬·铁伊,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0059
法国中尉的女人.md,法国中尉的女人,约翰·福尔斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1183
法官和他的刽子手.md,法官和他的刽子手,弗里德里希·迪伦马特,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0236
波斯少年.md,波斯少年,玛丽·瑞瑙特,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1184
泰特斯·格罗恩.md,泰特斯·格罗恩,默文·皮克,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0757
洛丽塔.md,洛丽塔,纳博科夫,T5,,CANON-146,1955,T5,PASS,HIGH,CANON-146 首次成书_出版时间=1955,自动通过,WL-WORK-2090
洪堡的礼物.md,洪堡的礼物,索尔·贝娄,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2997
流浪者.md,流浪者,弗里茨·莱伯,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2900
浮现.md,浮现,玛格丽特·阿特伍德,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1770
海与毒药.md,海与毒药,远藤周作,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1188
海法归来.md,海法归来,格桑·卡纳法尼,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1772
海滩上.md,海滩上,内维尔·舒特,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0324
涂脂抹粉的小嘴.md,涂脂抹粉的小嘴,曼努埃尔·普伊格,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1775
消逝的足迹.md,消逝的足迹,阿莱霍·卡彭铁尔,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1776
淫秽的夜鸟.md,淫秽的夜鸟,何塞·多诺索,T5,,CANON-282,1970,T5,PASS,HIGH,CANON-282 首次成书_出版时间=1970,自动通过,WL-WORK-1777
混凝土岛.md,混凝土岛,J.G.巴拉德,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1193
淹没的世界.md,淹没的世界,J.G.巴拉德,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0342
温室.md,温室,布莱恩·奥尔迪斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0346
漫长的告别.md,漫长的告别,雷蒙德·钱德勒,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0074
潜入沉船.md,潜入沉船,阿德里安娜·里奇,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1781
火之河.md,火之河,库拉图兰·海德尔,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1782
火星编年史.md,火星编年史,雷·布拉德伯里,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0318
火河.md,火河,库拉图莱因·海德尔,T5,,CANON-230,1959,T5,PASS,HIGH,CANON-230 首次成书_出版时间=1959,需复核,WL-WORK-3177
火车怪客.md,火车怪客,帕特里夏·海史密斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0084
火车正点.md,火车正点,海因里希·伯尔,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2093
点与线.md,点与线,松本清张,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0161
烈日下的人们.md,烈日下的人们,格桑·卡纳法尼,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1783
烟中之虎.md,烟中之虎,玛杰里·阿林厄姆,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0057
烟草经纪人.md,烟草经纪人,约翰·巴思,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-4b365a2f5c
热与尘.md,热与尘,露丝·普拉瓦尔·贾布瓦拉,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3042
燃烧吧剑.md,燃烧吧剑,司马辽太郎,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1205
燃烧的原野.md,燃烧的原野,胡安·鲁尔福,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1784
爱因斯坦交叉.md,爱因斯坦交叉,塞缪尔·R.德拉尼,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2930
物.md,物,乔治·佩雷克,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1789
特拉特洛尔科之夜.md,特拉特洛尔科之夜,埃莱娜·波尼亚托夫斯卡,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1790
犀牛.md,犀牛,欧仁·尤内斯库,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-80582334aa
犬神家族.md,犬神家族,横沟正史,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0153
独立之阳.md,独立之阳,阿马杜·库鲁马,T5,,CANON-269,1968,T5,PASS,HIGH,CANON-269 首次成书_出版时间=1968,需复核,WL-WORK-3205
独立的太阳.md,独立的太阳,艾哈迈杜·库鲁马,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1793
狮子、女巫和魔衣橱.md,狮子、女巫和魔衣橱,C.S.刘易斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0772
狱门岛.md,狱门岛,横沟正史,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0152
猫头鹰在哭泣.md,猫头鹰在哭泣,珍妮特·弗雷姆,T5,,CANON-291,1957,T5,PASS,HIGH,CANON-291 首次成书_出版时间=1957,需复核,WL-WORK-3212
猫的摇篮.md,猫的摇篮,库尔特·冯内古特,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0352
献给阿尔吉侬的花束.md,献给阿尔吉侬的花束,丹尼尔·凯斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0326
猴山之梦.md,猴山之梦,德里克·沃尔科特,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1794
玉米人.md,玉米人,米格尔·安赫尔·阿斯图里亚斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1795
玉钗盟.md,玉钗盟,梁羽生,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2572
玩笑.md,玩笑,米兰·昆德拉,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1797
玫瑰的名字.md,玫瑰的名字,翁贝托·埃科,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0132
环形世界.md,环形世界,拉里·尼文,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0369
琴声如诉.md,琴声如诉,玛格丽特·杜拉斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1798
琼·斯塔福德短篇小说集.md,琼·斯塔福德短篇小说集,琼·斯塔福德,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2995
瓦解.md,瓦解,钦努阿·阿契贝,T5,,CANON-188,1958,T5,PASS,HIGH,CANON-188 首次成书_出版时间=1958,自动通过,WL-WORK-1215
甘十九妹.md,甘十九妹,萧逸,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2574
甘露街.md,甘露街,纳吉布·马哈福兹,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1216
生态乌托邦.md,生态乌托邦,欧内斯特·卡伦巴赫,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0487
生日晚会.md,生日晚会,哈罗德·品特,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-19d917ba53
生活在别处.md,生活在别处,米兰·昆德拉,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1803
甲贺忍法帖.md,甲贺忍法帖,山田风太郎,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2576
画眉鸟.md,画眉鸟,古龙,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2577
留下.md,留下,保罗·斯科特,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3044
瘦子麦麦德.md,瘦子麦麦德,亚沙尔·凯马尔,T5,,CANON-250,1955,T5,PASS,HIGH,CANON-250 首次成书_出版时间=1955,需复核,WL-WORK-3191
瘾君子.md,瘾君子,威廉·S.巴勒斯,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M4-02930f49
癌症楼.md,癌症楼,索尔仁尼琴,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1808
白发魔女传.md,白发魔女传,梁羽生,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2579
白噪音.md,白噪音,唐·德里罗,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-33a628cd0c
白昼之光.md,白昼之光,埃里克·安布勒,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3092
白雪公主.md,白雪公主,唐纳德·巴塞尔姆,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-6cd69c518c
白马啸西风.md,白马啸西风,金庸,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2581
百年孤独.md,百年孤独,加西亚·马尔克斯,T5,,CANON-178,1967,T5,PASS,HIGH,CANON-178 首次成书_出版时间=1967,自动通过,WL-WORK-1225
盐的代价.md,盐的代价,帕特里夏·海史密斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2106
盲剑.md,盲剑,藤泽周平,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2582
看不见的人.md,看不见的人,拉尔夫·埃里森,T5,1952,CANON-174,1952,T5,PASS,HIGH,note.year=1952,手工核验,WL-WORK-1228
看不见的城市.md,看不见的城市,伊塔洛·卡尔维诺,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1813
真空地带.md,真空地带,野间宏,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2107
眼前的野兽.md,眼前的野兽,玛格丽特·米勒,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3084
石头的审判.md,石头的审判,露丝·伦德尔,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0126
砂器.md,砂器,松本清张,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0163
砂女.md,砂女,安部公房,T5,1962,CANON-057,1962,T5,PASS,HIGH,note.year=1962,手工核验,WL-WORK-1815
碧血剑.md,碧血剑,金庸,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2584
神们自己.md,神们自己,艾萨克·阿西莫夫,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0300
神的木片.md,神的木片,乌斯曼·塞姆班,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1816
神箭.md,神箭,钦努阿·阿契贝,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1817
神雕侠侣.md,神雕侠侣,金庸,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2585
秀拉.md,秀拉,托妮·莫里森,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1819
秃头歌女.md,秃头歌女,尤内斯库,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1820
科雷马故事.md,科雷马故事,瓦尔拉姆·沙拉莫夫,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1821
移动靶.md,移动靶,罗斯·麦克唐纳,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0088
移居北方的时节.md,移居北方的时节,塔伊卜·萨利赫,T5,,CANON-190,1966,T5,PASS,HIGH,CANON-190 首次成书_出版时间=1966,需复核,WL-WORK-2851
穷人的基督.md,穷人的基督,蒙戈·贝蒂,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M4-fa1182a9
窗外.md,窗外,琼瑶,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2108
窥视者.md,窥视者,阿兰·罗伯-格里耶,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-5c01fd3d83
站在桑给巴尔.md,站在桑给巴尔,约翰·布鲁纳,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1239
童年的终结.md,童年的终结,阿瑟·克拉克,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0307
笑傲江湖.md,笑傲江湖,金庸,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2589
笑忘录.md,笑忘录,米兰·昆德拉,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2110
第一圈.md,第一圈,索尔仁尼琴,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1824
第二十二条军规.md,第二十二条军规,约瑟夫·海勒,T5,1961,CANON-172,1961,T5,PASS,HIGH,note.year=1961,手工核验,WL-WORK-0792
第二基地.md,第二基地,艾萨克·阿西莫夫,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0297
第二性.md,第二性,西蒙娜·德·波伏瓦,T5,,,,,REVIEW,,缺少可靠年代证据,metadata_pending,WL-WORK-3242
第五号屠宰场.md,第五号屠宰场,库尔特·冯内古特,T5,,CANON-173,1969,T5,PASS,HIGH,CANON-173 首次成书_出版时间=1969,手工核验,WL-WORK-M51-88303479fc
第四间冰期.md,第四间冰期,安部公房,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0441
等待戈多.md,等待戈多,萨缪尔·贝克特,T5,,CANON-158,1952,T5,PASS,HIGH,CANON-158 首次成书_出版时间=1952,自动通过,WL-WORK-1825
简·布罗迪小姐的青春.md,简·布罗迪小姐的青春,穆丽尔·斯帕克,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1827
精灵宝钻.md,精灵宝钻,J.R.R.托尔金,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0796
索拉里斯星.md,索拉里斯星,斯坦尼斯瓦夫·莱姆,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0332
紫丁香庄事件.md,紫丁香庄事件,鲇川哲也,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-0160
紫电青霜.md,紫电青霜,诸葛青云,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2591
紫色.md,紫色,艾丽斯·沃克,T5,,CANON-176,1982,T6,MOVE_CANDIDATE,HIGH,CANON-176 首次成书_出版时间=1982,metadata_pending,WL-WORK-3250
约翰·契弗短篇小说集.md,约翰·契弗短篇小说集,约翰·契弗,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2999
纪之川.md,纪之川,有吉佐和子,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1257
纳特·特纳的自白.md,纳特·特纳的自白,威廉·斯蒂伦,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2994
纽约三部曲.md,纽约三部曲,保罗·奥斯特,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-d7d1a6e0b0
组织部来了个年轻人.md,组织部来了个年轻人,王蒙,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1830
细雪.md,细雪,谷崎润一郎,T5,1948,CANON-054,1943—1948,T5,PASS,HIGH,note.year=1948,自动通过,WL-WORK-1258
终局.md,终局,塞缪尔·贝克特,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-4702c8fb5b
结局.md,结局,博尔赫斯,T5,1953,,,T5,PASS,HIGH,note.year=1953,人工核验,WL-WORK-2597
绝代双骄.md,绝代双骄,古龙,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2598
维吉尔之死.md,维吉尔之死,赫尔曼·布洛赫,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1832
绿房子.md,绿房子,巴尔加斯·略萨,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1833
缩小的人.md,缩小的人,理查德·麦瑟森,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0806
罗斯玛丽的婴儿.md,罗斯玛丽的婴儿,艾拉·莱文,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0808
