tier,file,id,title,title_original,author,author_original,canon_id,awards,source_ref_keys,topics,deep_status,deep_earliest_year,deep_earliest_t,deep_first_publish_year,deep_first_publish_t,deep_title,deep_authors,deep_key,deep_year_count,deep_year_min,deep_year_max,deep_match_score,resolution_status,chosen_t,canonical_year_candidate,resolution_reason,author_only_reason,residual_bucket,gb_status,gb_error
P2_EXTERNAL_MATCH_FRIENDLY,原野奇侠.md,WL-WORK-2473,原野奇侠,Shane,杰克·谢弗,Jack Schaefer,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1920,T4,1920,T4,Shane,Jack Schaefer,/works/OL3916716W,19,1920,2005,2.000,SAFE_T,T4,1920,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1922-1991:T4-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,咆哮营的幸运儿.md,WL-WORK-2480,咆哮营的幸运儿,The Luck of Roaring Camp,布雷特·哈特,Bret Harte,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1869,T3,1869,T3,The Luck of Roaring Camp,Bret Harte,/works/OL1128027W,23,1869,2007,2.000,SAFE_T,T3,1869,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1851-1902:T3-T4,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,地狱之缘.md,WL-WORK-0068,地狱之缘,Rim of the Pit,黑克·塔尔博特,Hake Talbot,,,,WL-TOPIC-G45-MYSTERY,STABLE_T,1985,T6,1985,T6,Rim of the Pit,Hake Talbot,/works/OL7665436W,4,1985,2023,2.000,SAFE_T,T6,1985,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1915-1986:T4-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,墓地的沉默.md,WL-WORK-0223,墓地的沉默,Jar City,阿尔纳尔杜尔·因德里达松,Arnaldur Indriðason,,,,WL-TOPIC-G45-MYSTERY,STABLE_T,2004,T6,2004,T6,Jar city,Arnaldur Indriðason,/works/OL5869540W,3,2004,2006,2.000,SAFE_T,T6,2004,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1976-2026:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,天鹅之歌.md,WL-WORK-0063,天鹅之歌,Swan Song,埃德蒙·克里斯平,Edmund Crispin,,,,WL-TOPIC-G45-MYSTERY,STABLE_T,1947,T5,1947,T5,Swan song,Edmund Crispin,/works/OL3926776W,18,1947,2023,2.000,SAFE_T,T5,1947,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1936-1978:T4-T5,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,少雨之地.md,WL-WORK-2508,少雨之地,The Land of Little Rain,玛丽·奥斯汀,Mary Austin,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1903,T4,1903,T4,The Land of Little Rain,Mary Austin,/works/OL1917146W,33,1903,2023,2.000,SAFE_T,T4,1903,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1883-1934:T3-T4,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,尸体会说话.md,WL-WORK-0121,尸体会说话,Postmortem,帕特里夏·康威尔,Patricia Cornwell,,,,WL-TOPIC-G45-MYSTERY,STABLE_T,1990,T6,1990,T6,Postmortem,Patricia Cornwell,/works/OL134383W,27,1990,2025,2.000,SAFE_T,T6,1990,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1971-2026:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,弗吉尼亚人.md,WL-WORK-2518,弗吉尼亚人,The Virginian,欧文·威斯特,Owen Wister,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1902,T4,1902,T4,The Virginian,Owen Wister,/works/OL106175W,41,1902,2009,2.000,SAFE_T,T4,1902,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1875-1938:T3-T4,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,曾达的囚徒.md,WL-WORK-2542,曾达的囚徒,The Prisoner of Zenda,安东尼·霍普,Anthony Hope,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,STABLE_T,1894,T4,1894,T4,the prisoner of zenda,anthony hope,/works/OL43029358W,3,1894,1994,2.000,SAFE_T,T4,1894,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1878-1933:T3-T4,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,欢乐之家.md,WL-WORK-1168,欢乐之家,Fun Home,艾莉森·贝克德尔,Alison Bechdel,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN,STABLE_T,2000,T6,2000,T6,Fun Home,Alison Bechdel,/works/OL1835957W,11,2000,2025,2.000,SAFE_T,T6,2000,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1975-2026:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,死亡之谜.md,WL-WORK-0122,死亡之谜,Déjà Dead,凯西·莱克斯,Kathy Reichs,,,,WL-TOPIC-G45-MYSTERY,STABLE_T,1997,T6,1997,T6,Déjà Dead,Kathy Reichs,/works/OL8075674W,12,1997,2020,2.000,SAFE_T,T6,1997,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1963-2026:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,炽热的岩石.md,WL-WORK-0256,炽热的岩石,The Hot Rock,唐纳德·E.韦斯特莱克,Donald E. Westlake,,,,WL-TOPIC-G45-MYSTERY,STABLE_T,1970,T5,1970,T5,The hot rock,Donald E. Westlake,/works/OL19133W,12,1970,2021,2.000,SAFE_T,T5,1970,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1948-2008:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,火焰与花朵.md,WL-WORK-2092,火焰与花朵,The Flame and the Flower,凯瑟琳·E.伍迪维斯,Kathleen E. Woodiwiss,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,STABLE_T,1972,T5,1972,T5,The Flame and the Flower,Kathleen E. Woodiwiss,/works/OL59383W,11,1972,2007,2.000,SAFE_T,T5,1972,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1954-2007:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,牛轭事件.md,WL-WORK-2569,牛轭事件,The Ox-Bow Incident,沃尔特·范蒂尔伯格·克拉克,Walter Van Tilburg Clark,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1940,T4,1940,T4,The Ox-Bow Incident,Walter Van Tilburg Clark,/works/OL3922187W,15,1940,2005,2.000,SAFE_T,T4,1940,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1924-1971:T4-T5,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,田纳西的伙伴.md,WL-WORK-2575,田纳西的伙伴,Tennessee's Partner,布雷特·哈特,Bret Harte,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1907,T4,1907,T4,Tennessee's partner,Bret Harte,/works/OL1127972W,3,1907,2007,2.000,SAFE_T,T4,1907,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1851-1902:T3-T4,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,瑞士家庭鲁滨逊.md,WL-WORK-0779,瑞士家庭鲁滨逊,Swiss Family Robinson,约翰·戴维·维斯,Johann David Wyss,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE,STABLE_T,1838,T3,1838,T3,Swiss Family Robinson,Johann David Wyss,/works/OL15109375W,20,1838,2006,2.000,SAFE_T,T3,1838,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1758-1818:T2-T3,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,帽子戏法之死.md,WL-WORK-0067,帽子戏法之死,Death from a Top Hat,克莱顿·罗森,Clayton Rawson,,,,WL-TOPIC-G45-MYSTERY,STABLE_T,1962,T5,1962,T5,Death from a top hat,Clayton Rawson,/works/OL4993592W,4,1962,1987,2.000,SAFE_T,T5,1962,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1921-1971:T4-T5,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,移动玩具店.md,WL-WORK-0062,移动玩具店,The Moving Toyshop,埃德蒙·克里斯平,Edmund Crispin,,,,WL-TOPIC-G45-MYSTERY,STABLE_T,1946,T5,1946,T5,The Moving Toyshop,Edmund Crispin,/works/OL3926760W,20,1946,2021,2.000,SAFE_T,T5,1946,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1936-1978:T4-T5,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,精神病患者.md,WL-WORK-0135,精神病患者,The Alienist,凯莱布·卡尔,Caleb Carr,,,,WL-TOPIC-G45-MYSTERY,STABLE_T,1994,T6,1994,T6,The Alienist,Caleb Carr,/works/OL2671485W,16,1994,2018,2.000,SAFE_T,T6,1994,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1970-2026:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,维里科尼姆.md,WL-WORK-0803,维里科尼姆,Viriconium,M.约翰·哈里森,M. John Harrison,,,batch1_source_refs,WL-TOPIC-G45-FANTASY;WL-TOPIC-G45-HORROR,STABLE_T,2000,T6,2000,T6,Viriconium,M. John Harrison,/works/OL17765819W,1,2000,2000,2.000,SAFE_T,T6,2000,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1960-2026:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,耶洗别之死.md,WL-WORK-0061,耶洗别之死,Death of Jezebel,克里斯蒂安娜·布兰德,Christianna Brand,,,,WL-TOPIC-G45-MYSTERY,STABLE_T,1948,T5,1948,T5,Death of Jezebel,Christianna Brand,/works/OL4463244W,7,1948,2023,2.000,SAFE_T,T5,1948,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1922-1988:T4-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,A Chegada de Lampião no Inferno.md,WL-WORK-2151,A Chegada de Lampião no Inferno,,何塞·帕切科,José Pacheco,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,ACTIVE_RANGE_SPANS_T:1905-1954:T4-T5,AUTHOR_RANGE_SPANS_T,REVIEW_MISSING_GATE_INPUT,
P2_EXTERNAL_MATCH_FRIENDLY,A Man Called Horse.md,WL-WORK-2156,A Man Called Horse,,多萝西·M.约翰逊,Dorothy M. Johnson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,ACTIVE_RANGE_SPANS_T:1920-1984:T4-T6,AUTHOR_RANGE_SPANS_T,REVIEW_MISSING_GATE_INPUT,
P2_EXTERNAL_MATCH_FRIENDLY,Ceremony.md,WL-WORK-0918,Ceremony,,莱斯利·马蒙·西尔科,Leslie Marmon Silko,,,batch2_source_refs;batch6_source_refs,WL-TOPIC-G44-HISTORICAL;WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,ACTIVE_RANGE_SPANS_T:1963-2026:T5-T6,AUTHOR_RANGE_SPANS_T,REVIEW_MISSING_GATE_INPUT,
P2_EXTERNAL_MATCH_FRIENDLY,Minty Alley.md,WL-WORK-1536,Minty Alley,,C.L.R.詹姆斯,C. L. R. James,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,ACTIVE_RANGE_SPANS_T:1916-1989:T4-T6,AUTHOR_RANGE_SPANS_T,REVIEW_MISSING_GATE_INPUT,
P2_EXTERNAL_MATCH_FRIENDLY,Personal Narrative.md,WL-WORK-1365,Personal Narrative,,亚历山大·冯·洪堡,Humboldt,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,ACTIVE_RANGE_SPANS_T:1784-1859:T2-T3,AUTHOR_RANGE_SPANS_T,REVIEW_MISSING_GATE_INPUT,
P2_EXTERNAL_MATCH_FRIENDLY,"Rinaldo Rinaldini, the Robber Captain.md",WL-WORK-2319,"Rinaldo Rinaldini, the Robber Captain",,克里斯蒂安·奥古斯特·武尔皮乌斯,Christian August Vulpius,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,ACTIVE_RANGE_SPANS_T:1777-1827:T2-T3,AUTHOR_RANGE_SPANS_T,REVIEW_MISSING_GATE_INPUT,
P2_EXTERNAL_MATCH_FRIENDLY,Segu.md,WL-WORK-0942,Segu,,玛丽斯·孔戴,Maryse Condé,,,batch2_source_refs,WL-TOPIC-G43-FAMILY,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,ACTIVE_RANGE_SPANS_T:1949-2024:T5-T6,AUTHOR_RANGE_SPANS_T,REVIEW_MISSING_GATE_INPUT,
P2_EXTERNAL_MATCH_FRIENDLY,鲁珀特·亨曹.md,WL-WORK-2651,鲁珀特·亨曹,Rupert of Hentzau,安东尼·霍普,Anthony Hope,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,STABLE_T,1898,T4,1898,T4,Rupert of Hentzau,Anthony Hope,/works/OL39458683W,4,1898,1920,2.000,SAFE_T,T4,1898,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1878-1933:T3-T4,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Shadowland.md,WL-WORK-0518,Shadowland,,彼得·斯特劳布,Peter Straub,,,batch1_source_refs,WL-TOPIC-G45-HORROR,INTERNAL_CONFLICT,1980,T6,1980,T6,Shadowland,Peter Straub,/works/OL114303W,11,1980,2003,2.000,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,ACTIVE_RANGE_SPANS_T:1958-2026:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Forging of a Rebel.md,WL-WORK-1988,The Forging of a Rebel,,阿图罗·巴雷亚,Arturo Barea,,,batch5_source_refs,WL-TOPIC-Q6-WAR,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,ACTIVE_RANGE_SPANS_T:1912-1957:T4-T5,AUTHOR_RANGE_SPANS_T,REVIEW_MISSING_GATE_INPUT,
P2_EXTERNAL_MATCH_FRIENDLY,The Old Patagonian Express.md,WL-WORK-1377,The Old Patagonian Express,,保罗·索鲁,Paul Theroux,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,ACTIVE_RANGE_SPANS_T:1956-2026:T5-T6,AUTHOR_RANGE_SPANS_T,REVIEW_MISSING_GATE_INPUT,
P2_EXTERNAL_MATCH_FRIENDLY,疯狂的奥兰多.md,WL-WORK-2578,疯狂的奥兰多,Orlando Furioso,卢多维科·阿里奥斯托,Ludovico Ariosto,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,STABLE_T,1526,T2,1526,T2,Orlando furioso,Lodovico Ariosto,/works/OL43135955W,2,1526,1530,1.938,SAFE_T,T2,1526,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1489-1533:T1-T2,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Uninhabited House.md,WL-WORK-0552,Uninhabited House,,夏洛特·里德尔,Charlotte Riddell,,,batch1_source_refs,WL-TOPIC-G45-HORROR,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,ACTIVE_RANGE_SPANS_T:1847-1906:T3-T4,AUTHOR_RANGE_SPANS_T,REVIEW_MISSING_GATE_INPUT,
P2_EXTERNAL_MATCH_FRIENDLY,Thaddeus of Warsaw.md,WL-WORK-0945,Thaddeus of Warsaw,,简·波特,Jane Porter,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL,INTERNAL_CONFLICT,1800,T3,1800,T3,Thaddeus of Warsaw,Jane Porter,/works/OL4078169W,36,1800,2020,2.000,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,ACTIVE_RANGE_SPANS_T:1790-1850:T2-T3,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Tracks.md,WL-WORK-1384,Tracks,,罗宾·戴维森,Robyn Davidson,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,INTERNAL_CONFLICT,1980,T6,1980,T6,Tracks,Robyn Davidson,/works/OL15857436W,6,1980,1998,2.000,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,ACTIVE_RANGE_SPANS_T:1965-2026:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,强盗.md,WL-WORK-2520,强盗,Die Räuber,席勒,Schiller,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,ACTIVE_RANGE_SPANS_T:1774-1805:T2-T3,AUTHOR_RANGE_SPANS_T,REVIEW_MISSING_GATE_INPUT,
P2_EXTERNAL_MATCH_FRIENDLY,桶子.md,WL-WORK-0053,桶子,The Cask,弗里曼·克罗夫茨,Crofts,,,,WL-TOPIC-G45-MYSTERY,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,ACTIVE_RANGE_SPANS_T:1894-1957:T4-T5,AUTHOR_RANGE_SPANS_T,REVIEW_MISSING_GATE_INPUT,
P2_EXTERNAL_MATCH_FRIENDLY,永恒者.md,WL-WORK-0471,永恒者,El Eternauta,埃克托尔·赫尔曼·奥斯特尔德,Héctor Germán Oesterheld,,,,WL-TOPIC-G45-SF,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,ACTIVE_RANGE_SPANS_T:1934-1977:T4-T5,AUTHOR_RANGE_SPANS_T,REVIEW_MISSING_GATE_INPUT,
P2_EXTERNAL_MATCH_FRIENDLY,米夏埃尔·科尔哈斯.md,WL-WORK-2590,米夏埃尔·科尔哈斯,Michael Kohlhaas,克莱斯特,Kleist,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,ACTIVE_RANGE_SPANS_T:1792-1811:T2-T3,AUTHOR_RANGE_SPANS_T,REVIEW_MISSING_GATE_INPUT,
P2_EXTERNAL_MATCH_FRIENDLY,野兽必须死.md,WL-WORK-0066,野兽必须死,The Beast Must Die,尼古拉斯·布莱克,Nicholas Blake,,,,WL-TOPIC-G45-MYSTERY,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,ACTIVE_RANGE_SPANS_T:1919-1972:T4-T5,AUTHOR_RANGE_SPANS_T,REVIEW_MISSING_GATE_INPUT,
P2_EXTERNAL_MATCH_FRIENDLY,Yoruba Myths.md,WL-WORK-1390,Yoruba Myths,,乌利·拜尔,Ulli Beier,,,batch3_source_refs,WL-TOPIC-G1-MYTH,INTERNAL_CONFLICT,1980,T6,1980,T6,Yoruba myths,Ulli Beier,/works/OL18258014W,1,1980,1980,2.000,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,ACTIVE_RANGE_SPANS_T:1937-2011:T4-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,大鼻子情圣.md,WL-WORK-2497,大鼻子情圣,Cyrano de Bergerac,埃德蒙·罗斯丹,Edmond Rostand,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,INTERNAL_CONFLICT,1800,T3,1800,T3,Cyrano de Bergerac,Edmond Rostand,/works/OL42253444W,11,1800,1988,2.000,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,ACTIVE_RANGE_SPANS_T:1883-1918:T3-T4,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,绿色危机.md,WL-WORK-0060,绿色危机,Green for Danger,克里斯蒂安娜·布兰德,Christianna Brand,,,,WL-TOPIC-G45-MYSTERY,STABLE_T,1944,T4,1944,T4,Green for danger,Christianna Brand,/works/OL4463259W,24,1944,2023,2.000,SAFE_T,T4,1944,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1922-1988:T4-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
