tier,file,id,title,title_original,author,author_original,canon_id,awards,source_ref_keys,topics,deep_status,deep_earliest_year,deep_earliest_t,deep_first_publish_year,deep_first_publish_t,deep_title,deep_authors,deep_key,deep_year_count,deep_year_min,deep_year_max,deep_match_score,resolution_status,chosen_t,canonical_year_candidate,resolution_reason,author_only_status,author_only_proven_t,author_active_start,author_active_end,author_match_name,author_match_score,author_birth_year,author_death_year,author_key
P2_EXTERNAL_MATCH_FRIENDLY,So Far from God.md,WL-WORK-2345,So Far from God,,安娜·卡斯蒂略,Ana Castillo,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1993,T6,1993,T6,So Far from God,Ana Castillo,/works/OL18691W,3,1993,2005,2.000,SAFE_T,T6,1993,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,Song for the Unraveling of the World.md,WL-WORK-0520,Song for the Unraveling of the World,,布赖恩·埃文森,Brian Evenson,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,2019,T6,2019,T6,Song for the Unraveling of the World,Brian Evenson,/works/OL20154069W,1,2019,2019,2.000,SAFE_T,T6,2019,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,Sozaboy.md,WL-WORK-1983,Sozaboy,,肯·萨罗-维瓦,Saro-Wiwa,,,batch5_source_refs,WL-TOPIC-Q6-WAR,STABLE_T,1985,T6,1985,T6,Sozaboy,Ken Saro-Wiwa,/works/OL2369168W,5,1985,1997,1.818,SAFE_T,T6,1985,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,Spring and All.md,WL-WORK-1538,Spring and All,,威廉·卡洛斯·威廉斯,William Carlos Williams,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM,STABLE_T,1923,T4,1923,T4,Spring and all,William Carlos Williams,/works/OL1836026W,2,1923,1970,2.000,SAFE_T,T4,1923,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1898-1963:T4-T5,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,Starve Acre.md,WL-WORK-0521,Starve Acre,,安德鲁·迈克尔·赫尔利,Andrew Michael Hurley,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,2019,T6,2019,T6,Starve Acre,Andrew Michael Hurley,/works/OL21656910W,3,2019,2023,2.000,SAFE_T,T6,2019,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,Sun and Saddle Leather.md,WL-WORK-2348,Sun and Saddle Leather,,查尔斯·巴杰·克拉克,Charles Badger Clark,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1915,T4,1915,T4,Sun and Saddle Leather,Charles Badger Clark,/works/OL8756527W,8,1915,2022,2.000,SAFE_T,T4,1915,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1898-1957:T4-T5,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,Sundown.md,WL-WORK-2349,Sundown,,约翰·约瑟夫·马修斯,John Joseph Mathews,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1934,T4,1934,T4,Sundown,John Joseph Mathews,/works/OL1213853W,3,1934,1988,2.000,SAFE_T,T4,1934,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,Sword at Sunset.md,WL-WORK-2350,Sword at Sunset,,罗斯玛丽·萨克利夫,Rosemary Sutcliff,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,STABLE_T,1963,T5,1963,T5,Sword at Sunset,Rosemary Sutcliff,/works/OL1417756W,12,1963,2012,2.000,SAFE_T,T5,1963,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1935-1992:T4-T6,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,Sóngoro cosongo.md,WL-WORK-1539,Sóngoro cosongo,,尼古拉斯·纪廉,Nicolás Guillén,,,batch4_source_refs,WL-TOPIC-R6-LATAM,STABLE_T,1943,T4,1943,T4,Sóngoro cosongo,Nicolás Guillén,/works/OL682931W,4,1943,1981,2.000,SAFE_T,T4,1943,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1917-1989:T4-T6,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,Tales of Soldiers and Civilians.md,WL-WORK-1984,Tales of Soldiers and Civilians,,安布罗斯·比尔斯,Ambrose Bierce,,,batch5_source_refs,WL-TOPIC-Q6-WAR,STABLE_T,1943,T4,1943,T4,Tales of soldiers and civilians,Ambrose Bierce,/works/OL43071292W,1,1943,1943,2.000,SAFE_T,T4,1943,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1857-1914:T3-T4,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,Tarr.md,WL-WORK-1540,Tarr,,温德姆·刘易斯,Wyndham Lewis,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM,STABLE_T,1918,T4,1918,T4,Tarr,Wyndham Lewis,/works/OL1349271W,14,1918,2022,2.000,SAFE_T,T4,1918,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1899-2026:T4-T6,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,Testament of Youth.md,WL-WORK-1985,Testament of Youth,,薇拉·布里顿,Vera Brittain,,,batch5_source_refs,WL-TOPIC-Q6-WAR,STABLE_T,1933,T4,1933,T4,Testament of youth,Vera Brittain,/works/OL1971473W,13,1933,2004,2.000,SAFE_T,T4,1933,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1908-1970:T4-T5,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Adventures of Robin Hood.md,WL-WORK-2357,The Adventures of Robin Hood,,罗杰·兰塞林·格林,Roger Lancelyn Green,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,STABLE_T,1956,T5,1956,T5,The Adventures of Robin Hood,Roger Lancelyn Green,/works/OL3461848W,17,1956,2023,2.000,SAFE_T,T5,1956,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1933-2026:T4-T6,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Amateur Gentleman.md,WL-WORK-2359,The Amateur Gentleman,,杰弗里·法诺尔,Jeffery Farnol,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,STABLE_T,1900,T4,1900,T4,The amateur gentleman,Jeffery Farnol,/works/OL8470564W,17,1900,2021,2.000,SAFE_T,T4,1900,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1893-1952:T4-T5,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Assassination of Jesse James by the Coward Robert Ford.md,WL-WORK-2360,The Assassination of Jesse James by the Coward Robert Ford,,罗恩·汉森,Ron Hansen,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN;WL-TOPIC-Q15-OUTLAW,STABLE_T,1983,T6,1983,T6,The Assassination of Jesse James by the Coward Robert Ford,Ron Hansen,/works/OL64715W,4,1983,2007,2.000,SAFE_T,T6,1983,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Blessing Way.md,WL-WORK-2363,The Blessing Way,,托尼·希勒曼,Tony Hillerman,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1970,T5,1970,T5,The Blessing Way,Tony Hillerman,/works/OL55899W,15,1970,2021,2.000,SAFE_T,T5,1970,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1940-2008:T4-T6,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Book of Deeds of Arms and of Chivalry.md,WL-WORK-2364,The Book of Deeds of Arms and of Chivalry,,克里斯蒂娜·德·皮桑,Christine de Pizan,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,STABLE_T,1999,T6,1999,T6,The book of deeds of arms and of chivalry,Christine de Pisan,/works/OL979031W,1,1999,1999,1.944,SAFE_T,T6,1999,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Book of Not.md,WL-WORK-0947,The Book of Not,,齐齐·丹加雷姆加,Tsitsi Dangarembga,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN,STABLE_T,2006,T6,2006,T6,The Book of Not,Tsitsi Dangarembga,/works/OL4436726W,2,2006,2021,2.000,SAFE_T,T6,2006,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Bride.md,WL-WORK-1986,The Bride,,朱莉·加伍德,Julie Garwood,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,STABLE_T,1989,T6,1989,T6,The Bride,Julie Garwood,/works/OL26945W,6,1989,2022,2.000,SAFE_T,T6,1989,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1959-2023:T5-T6,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Case Against Satan.md,WL-WORK-0526,The Case Against Satan,,雷·拉塞尔,Ray Russell,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,1962,T5,1962,T5,The case against Satan,Ray Russell,/works/OL3004377W,4,1962,1974,2.000,SAFE_T,T5,1962,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1939-1999:T4-T6,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Ceremonies.md,WL-WORK-0527,The Ceremonies,,T.E.D.克莱因,T.E.D. Klein,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,1984,T6,1984,T6,The ceremonies,T. E. D. Klein,/works/OL5474633W,4,1984,1993,2.000,SAFE_T,T6,1984,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1962-2026:T5-T6,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Cipher.md,WL-WORK-0528,The Cipher,,凯丝·科娅,Kathe Koja,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,1991,T6,1991,T6,The Cipher,Kathe Koja,/works/OL21243717W,2,1991,2020,2.000,SAFE_T,T6,1991,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Cold Dish.md,WL-WORK-2370,The Cold Dish,,克雷格·约翰逊,Craig Johnson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,2004,T6,2004,T6,The Cold Dish,Craig Johnson,/works/OL8254784W,3,2004,2014,2.000,SAFE_T,T6,2004,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Conquest.md,WL-WORK-2372,The Conquest,,奥斯卡·米肖,Oscar Micheaux,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1969,T5,1969,T5,The Conquest,Oscar Micheaux,/works/OL24562955W,8,1969,2022,2.000,SAFE_T,T5,1969,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1899-1951:T4-T5,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Coral Island.md,WL-WORK-0529,The Coral Island,,R.M.巴兰坦,Ballantyne,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE,STABLE_T,1897,T4,1897,T4,The coral island,R. M. Ballantyne,/works/OL45241069W,1,1897,1897,1.833,SAFE_T,T4,1897,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_STRONG_MATCH:0.909,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Day the Cowboys Quit.md,WL-WORK-2375,The Day the Cowboys Quit,,埃尔默·凯尔顿,Elmer Kelton,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1971,T5,1971,T5,The day the cowboys quit,Elmer Kelton,/works/OL90449W,5,1971,2008,2.000,SAFE_T,T5,1971,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1941-2026:T4-T6,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Desert and the Sown.md,WL-WORK-1371,The Desert and the Sown,,格特鲁德·贝尔,Gertrude Bell,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,STABLE_T,2001,T6,2001,T6,The Desert and the Sown,Gertrude Bell,/works/OL6901730W,3,2001,2014,2.000,SAFE_T,T6,2001,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1883-1926:T3-T4,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Doll Who Ate His Mother.md,WL-WORK-0531,The Doll Who Ate His Mother,,拉姆齐·坎贝尔,Ramsey Campbell,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,1976,T5,1976,T5,The Doll Who Ate His Mother,Ramsey Campbell,/works/OL1840347W,8,1976,2001,2.000,SAFE_T,T5,1976,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1961-2026:T5-T6,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Fisherman.md,WL-WORK-0532,The Fisherman,,约翰·兰根,John Langan,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,2016,T6,2016,T6,The Fisherman,John Langan,/works/OL17366745W,3,2016,2024,2.000,SAFE_T,T6,2016,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Flatshare.md,WL-WORK-1987,The Flatshare,,贝丝·奥利里,Beth O'Leary,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,STABLE_T,2019,T6,2019,T6,The Flatshare,Beth O'Leary,/works/OL20664315W,2,2019,2021,2.000,SAFE_T,T6,2019,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Gaucho Genre.md,WL-WORK-2379,The Gaucho Genre,,约瑟菲娜·卢德梅尔,Josefina Ludmer,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,STABLE_T,2002,T6,2002,T6,The gaucho genre,Josefina Ludmer,/works/OL795853W,1,2002,2002,2.000,SAFE_T,T6,2002,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Gilda Stories.md,WL-WORK-0533,The Gilda Stories,Gilda Stories,朱厄尔·戈麦斯,Jewelle Gomez,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,1991,T6,1991,T6,The Gilda Stories,Jewelle Gomez,/works/OL1865447W,4,1991,2016,2.000,SAFE_T,T6,1991,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1963-2026:T5-T6,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Good Old Boys.md,WL-WORK-2380,The Good Old Boys,,埃尔默·凯尔顿,Elmer Kelton,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1978,T5,1978,T5,The good old boys,Elmer Kelton,/works/OL90444W,5,1978,1999,2.000,SAFE_T,T5,1978,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1941-2026:T4-T6,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Great Railway Bazaar.md,WL-WORK-1373,The Great Railway Bazaar,,保罗·索鲁,Paul Theroux,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,STABLE_T,1975,T5,1975,T5,The Great Railway Bazaar,Paul Theroux,/works/OL37643W,16,1975,2011,2.000,SAFE_T,T5,1975,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1956-2026:T5-T6,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Hanging Tree.md,WL-WORK-2381,The Hanging Tree,,多萝西·M.约翰逊,Dorothy M. Johnson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1957,T5,1957,T5,The hanging tree,Dorothy M. Johnson,/works/OL2621756W,8,1957,1995,2.000,SAFE_T,T5,1957,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1920-1984:T4-T6,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Homesteader.md,WL-WORK-2383,The Homesteader,,奥斯卡·米肖,Oscar Micheaux,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1917,T4,1917,T4,The homesteader,Oscar Micheaux,/works/OL3462388W,3,1917,1994,2.000,SAFE_T,T4,1917,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1899-1951:T4-T5,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Hummingbird's Daughter.md,WL-WORK-2385,The Hummingbird's Daughter,,路易斯·阿尔贝托·乌雷亚,Luis Alberto Urrea,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,2005,T6,2005,T6,The Hummingbird's Daughter,Luis Alberto Urrea,/works/OL41211W,2,2005,2006,2.000,SAFE_T,T6,2005,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1970-2026:T5-T6,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Jump-Off Creek.md,WL-WORK-2386,The Jump-Off Creek,,莫莉·格洛斯,Molly Gloss,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1989,T6,1989,T6,The jump-off creek,Molly Gloss,/works/OL79741W,5,1989,2014,2.000,SAFE_T,T6,1989,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Kill Riff.md,WL-WORK-0537,The Kill Riff,,戴维·J.肖,David J. Schow,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,1988,T6,1988,T6,The kill riff,David J. Schow,/works/OL831069W,1,1988,1988,2.000,SAFE_T,T6,1988,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1970-2026:T5-T6,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Lady and the Monk.md,WL-WORK-1374,The Lady and the Monk,,皮科·艾尔,Pico Iyer,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,STABLE_T,1991,T6,1991,T6,The lady and the monk,Pico Iyer,/works/OL3336092W,3,1991,2004,2.000,SAFE_T,T6,1991,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1972-2026:T5-T6,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Last Duty.md,WL-WORK-1990,The Last Duty,,伊西多尔·奥克佩沃,Isidore Okpewho,,,batch5_source_refs,WL-TOPIC-Q6-WAR,STABLE_T,1976,T5,1976,T5,The last duty,Isidore Okpewho,/works/OL1883681W,3,1976,1988,2.000,SAFE_T,T5,1976,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1956-2026:T5-T6,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Last Good Kiss.md,WL-WORK-2388,The Last Good Kiss,,詹姆斯·克拉姆利,James Crumley,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1978,T5,1978,T5,The last good kiss,James Crumley,/works/OL3295226W,5,1978,2020,2.000,SAFE_T,T5,1978,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1954-2008:T5-T6,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Last House on Needless Street.md,WL-WORK-0538,The Last House on Needless Street,,卡特里奥娜·沃德,Catriona Ward,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,2021,T6,2021,T6,The Last House on Needless Street,Catriona Ward,/works/OL24312716W,2,2021,2022,2.000,SAFE_T,T6,2021,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Led-Horse Claim.md,WL-WORK-2389,The Led-Horse Claim,,玛丽·哈洛克·富特,Mary Hallock Foote,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1968,T5,1968,T5,The Led-Horse Claim;,Mary (Hallock) Foote,/works/OL31754352W,1,1968,1968,2.000,SAFE_T,T5,1968,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1862-1938:T3-T4,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Life and Adventures of Nat Love.md,WL-WORK-2390,The Life and Adventures of Nat Love,,纳特·洛夫,Nat Love,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,2010,T6,2010,T6,The Life and Adventures of Nat Love,Nat Love,/works/OL24323609W,7,2010,2022,2.000,SAFE_T,T6,2010,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Light at the End.md,WL-WORK-0539,The Light at the End,,约翰·斯基普 / 克雷格·斯佩克特,John Skipp / Craig Spector,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,1986,T6,1986,T6,The Light at the End,John Skipp; Craig Spector,/works/OL31554325W,1,1986,1986,2.000,SAFE_T,T6,1986,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,MULTI_OR_EMPTY,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Loney.md,WL-WORK-0540,The Loney,,安德鲁·迈克尔·赫尔利,Andrew Michael Hurley,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,2014,T6,2014,T6,The Loney,Andrew Michael Hurley,/works/OL19354420W,5,2014,2018,2.000,SAFE_T,T6,2014,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Man Who Shot Liberty Valance.md,WL-WORK-2394,The Man Who Shot Liberty Valance,,多萝西·M.约翰逊,Dorothy M. Johnson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,2005,T6,2005,T6,The Man Who Shot Liberty Valance,Dorothy M. Johnson,/works/OL2621750W,3,2005,2014,2.000,SAFE_T,T6,2005,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1920-1984:T4-T6,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Manitous.md,WL-WORK-1375,The Manitous,,巴兹尔·约翰斯顿,Basil Johnston,,,batch3_source_refs,WL-TOPIC-G1-MYTH,STABLE_T,1995,T6,1995,T6,The Manitous,Basil Johnston,/works/OL2197537W,3,1995,2001,2.000,SAFE_T,T6,1995,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Old Drift.md,WL-WORK-0950,The Old Drift,,纳姆瓦利·瑟佩尔,Namwali Serpell,,,batch2_source_refs,WL-TOPIC-G43-FAMILY,STABLE_T,2019,T6,2019,T6,The Old Drift,Namwali Serpell,/works/OL20148914W,2,2019,2020,2.000,SAFE_T,T6,2019,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Pirate's Daughter.md,WL-WORK-2398,The Pirate's Daughter,,玛格丽特·塞泽尔-汤普森,Margaret Cezair-Thompson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-PIRATE,STABLE_T,2007,T6,2007,T6,The Pirate's Daughter,Margaret Cezair-Thompson,/works/OL2006471W,3,2007,2010,2.000,SAFE_T,T6,2007,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Recess.md,WL-WORK-0951,The Recess,,索菲娅·李,Sophia Lee,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL,STABLE_T,1785,T2,1785,T2,The recess,Sophia Lee,/works/OL69279W,10,1785,1979,2.000,SAFE_T,T2,1785,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Red Tree.md,WL-WORK-0544,The Red Tree,,凯特琳·R.基尔南,Caitlín R. Kiernan,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,2009,T6,2009,T6,The red tree,Caitlín R. Kiernan,/works/OL13737792W,1,2009,2009,2.000,SAFE_T,T6,2009,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1979-2026:T5-T6,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Right Swipe.md,WL-WORK-1992,The Right Swipe,,阿丽莎·拉伊,Alisha Rai,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,STABLE_T,2019,T6,2019,T6,the Right swipe,Alisha Rai,/works/OL20081454W,1,2019,2019,2.000,SAFE_T,T6,2019,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,,,,,,,,
P2_EXTERNAL_MATCH_FRIENDLY,The Ritual.md,WL-WORK-0546,The Ritual,,亚当·内维尔,Adam Nevill,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,2012,T6,2012,T6,The ritual,Adam Nevill,/works/OL16167566W,1,2012,2012,2.000,SAFE_T,T6,2012,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,,,,,,,,
