file,id,title,title_original,author,author_original,year,axis_t_raw,valid_t,invalid_t,status,suggested_t,special_hint,reason,verification_status,bibliography_status,canon_id
埃及人西努赫.md,WL-WORK-1037,埃及人西努赫,,米卡·瓦尔塔里,Mika Waltari,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
埃塞俄比亚传奇.md,WL-WORK-2042,埃塞俄比亚传奇,,赫利奥多罗斯,Heliodorus,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
埃琳娜知道.md,WL-WORK-1634,埃琳娜知道,,克劳迪娅·皮涅罗,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
埃瑞璜.md,WL-WORK-1038,埃瑞璜,,塞缪尔·巴特勒,Samuel Butler,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
基因设计师.md,WL-WORK-0450,基因设计师,,藤井太洋,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
基坑.md,WL-WORK-1041,基坑,,安德烈·普拉东诺夫,Andrei Platonov,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
堂娜芭芭拉.md,WL-WORK-1637,堂娜芭芭拉,,罗慕洛·加列戈斯,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
塔拉.md,WL-WORK-1638,塔拉,,加夫列拉·米斯特拉尔,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
塞西莉亚.md,WL-WORK-2044,塞西莉亚,,范妮·伯尼,Frances Burney,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
塞西莉亚·巴尔德斯.md,WL-WORK-1640,塞西莉亚·巴尔德斯,,西里洛·比亚韦德,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
墓地的沉默.md,WL-WORK-0223,墓地的沉默,Jar City,阿尔纳尔杜尔·因德里达松,Arnaldur Indriðason,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,需复核,,
墙.md,WL-WORK-1044,墙,,约翰·兰彻斯特,John Lanchester,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
墨西哥哥特.md,WL-WORK-0642,墨西哥哥特,,西尔维娅·莫雷诺-加西亚,Silvia Moreno-Garcia,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
壬生义士传.md,WL-WORK-2489,壬生义士传,Mibu Gishi Den,浅田次郎,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
夜.md,WL-WORK-1046,夜,,埃利·威塞尔,Wiesel,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
夜幕降临前.md,WL-WORK-1643,夜幕降临前,,雷纳尔多·阿雷纳斯,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
夜总会里的五个人.md,WL-WORK-1644,夜总会里的五个人,,穆时英,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
夜林.md,WL-WORK-1645,夜林,,朱娜·巴恩斯,Djuna Barnes,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
夜莺.md,WL-WORK-0646,夜莺,,克里斯廷·汉娜,Kristin Hannah,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
大唐西域记.md,WL-WORK-1435,大唐西域记,,玄奘,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
大地上的居所.md,WL-WORK-1646,大地上的居所,,巴勃罗·聂鲁达,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
大地惊雷.md,WL-WORK-2493,大地惊雷,True Grit,查尔斯·波蒂斯,Charles Portis,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
大天空.md,WL-WORK-2494,大天空,The Big Sky,A.B.格思里,A.B. Guthrie Jr.,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
大笑的警察.md,WL-WORK-0219,大笑的警察,,舍瓦尔与瓦勒,Sjöwall & Wahlöö,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
大菩萨岭.md,WL-WORK-2496,大菩萨岭,Daibosatsu Tōge,中里介山,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
大逃杀.md,WL-WORK-1050,大逃杀,,高见广春,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
大鼻子情圣.md,WL-WORK-2497,大鼻子情圣,Cyrano de Bergerac,埃德蒙·罗斯丹,Edmond Rostand,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
天堂.md,WL-WORK-1051,天堂,,何塞·莱萨马·利马,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
天鹅之歌.md,WL-WORK-0063,天鹅之歌,Swan Song,埃德蒙·克里斯平,Edmund Crispin,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
天鹅绒爪子案.md,WL-WORK-0117,天鹅绒爪子案,,厄尔·斯坦利·加德纳,Erle Stanley Gardner,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
太平记.md,WL-WORK-1053,太平记,,佚名,那么,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
太阳城.md,WL-WORK-1054,太阳城,,康帕内拉,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
太阳石.md,WL-WORK-1649,太阳石,,奥克塔维奥·帕斯,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
太阳门.md,WL-WORK-2048,太阳门,,埃利亚斯·胡里,Elias Khoury,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
失重的人.md,WL-WORK-1650,失重的人,,墨西哥与美墨边境,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
奇侠精忠传.md,WL-WORK-2500,奇侠精忠传,,赵焕亭,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
奇兰·巴兰之书.md,WL-WORK-1651,奇兰·巴兰之书,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
奇异的力量.md,WL-WORK-1652,奇异的力量,,莱奥波尔多·卢贡内斯,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
奇马尔波波卡手抄本.md,WL-WORK-1439,奇马尔波波卡手抄本,,可通过,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
奥勃洛莫夫.md,WL-WORK-1055,奥勃洛莫夫,,冈察洛夫,Goncharov,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
奥扬泰.md,WL-WORK-1654,奥扬泰,,安第斯,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
奥特朗托城堡.md,WL-WORK-0654,奥特朗托城堡,,霍勒斯·沃波尔,Horace Walpole,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
奥米昆莱的女仆.md,WL-WORK-1656,奥米昆莱的女仆,,丽塔·印第安纳,Rita Indiana,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
女人之国的大门.md,WL-WORK-1057,女人之国的大门,,谢丽·S.特珀,Sheri S. Tepper,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
女人之岸.md,WL-WORK-1058,女人之岸,,帕梅拉·萨金特,Pamela Sargent,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
女巫前传.md,WL-WORK-0657,女巫前传,,格雷戈里·马奎尔,Gregory Maguire,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
她乡——中国女性科幻作品选.md,WL-WORK-0468,她乡——中国女性科幻作品选,,新生代,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
她的身体和其他派对.md,WL-WORK-0659,她的身体和其他派对,,卡门·玛丽亚·马查多,Carmen Maria Machado,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
如意郎君.md,WL-WORK-1060,如意郎君,,维克多·塞斯,Vikram Seth,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
如果我们无法以光速前行.md,WL-WORK-0479,如果我们无法以光速前行,,金草叶,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
子不语.md,WL-WORK-0662,子不语,,袁枚,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
孤独之地.md,WL-WORK-0083,孤独之地,,多萝西·B.休斯,Dorothy B. Hughes,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
孤独的迷宫.md,WL-WORK-1668,孤独的迷宫,,奥克塔维奥·帕斯,Paz,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
安魂曲.md,WL-WORK-1670,安魂曲,,阿赫玛托娃,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
客人.md,WL-WORK-2052,客人,,黄晳暎,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
家庭纽带.md,WL-WORK-1673,家庭纽带,,克拉丽丝·李斯佩克朵,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
宾蒂.md,WL-WORK-0473,宾蒂,,恩涅蒂·奥科拉弗,Nnedi Okorafor,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
寂寞之井.md,WL-WORK-1072,寂寞之井,,拉德克利夫·霍尔,Radclyffe Hall,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
寂寞芳心小姐.md,WL-WORK-1674,寂寞芳心小姐,,纳撒尼尔·韦斯特,Nathanael West,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
寓言集.md,WL-WORK-1675,寓言集,,胡安·何塞·阿雷奥拉,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
封神演义.md,WL-WORK-0668,封神演义,,东方前现代幻想,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
小书痴的下克上.md,WL-WORK-0669,小书痴的下克上,,香月美夜,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
小猎犬号航海记.md,WL-WORK-1447,小猎犬号航海记,,达尔文,Darwin,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
少雨之地.md,WL-WORK-2508,少雨之地,The Land of Little Rain,玛丽·奥斯汀,Mary Austin,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
尸体会说话.md,WL-WORK-0121,尸体会说话,Postmortem,帕特里夏·康威尔,Patricia Cornwell,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
尸者的帝国.md,WL-WORK-0449,尸者的帝国,,伊藤计划 / 圆城塔,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
屠场.md,WL-WORK-1680,屠场,,埃斯特万·埃切维里亚,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
左传.md,WL-WORK-1084,左传,,左丘明,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
已知世界.md,WL-WORK-1085,已知世界,,爱德华·P.琼斯,Edward P. Jones,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
巴伦·卡南.md,WL-WORK-1682,巴伦·卡南,,罗萨里奥·卡斯特利亚诺斯,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
巴格达怪客.md,WL-WORK-2058,巴格达怪客,,艾哈迈德·萨达维,Ahmed Saadawi,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
巴西万岁.md,WL-WORK-1685,巴西万岁,,若昂·乌巴尔多·里贝罗,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
巴西之旅.md,WL-WORK-1453,巴西之旅,,让·德·莱里,Jean de Léry,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
巴黎狼人.md,WL-WORK-0676,巴黎狼人,,盖伊·恩多尔,Guy Endore,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
布朗神父的天真.md,WL-WORK-0016,布朗神父的天真,,G.K.切斯特顿,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
布里辛格门的怪石.md,WL-WORK-0677,布里辛格门的怪石,,艾伦·加纳,Alan Garner,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
布鲁克林有棵树.md,WL-WORK-1089,布鲁克林有棵树,,贝蒂·史密斯,Betty Smith,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
师父.md,WL-WORK-2512,师父,,徐皓峰,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
希尔德布兰特之歌.md,WL-WORK-2513,希尔德布兰特之歌,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
希望.md,WL-WORK-2059,希望,,安德烈·马尔罗,Malraux,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
希腊志.md,WL-WORK-1457,希腊志,,保萨尼亚斯,Pausanias,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
希腊罗马名人传.md,WL-WORK-1090,希腊罗马名人传,,普鲁塔克,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
帝国之庭.md,WL-WORK-0678,帝国之庭,,安娜·史密斯·斯帕克,Anna Smith Spark,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
帽子戏法之死.md,WL-WORK-0067,帽子戏法之死,Death from a Top Hat,克莱顿·罗森,Clayton Rawson,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
干旱的生活.md,WL-WORK-1687,干旱的生活,,格拉西利亚诺·拉莫斯,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
平原之夜.md,WL-WORK-0679,平原之夜,,塔妮丝·李,Tanith Lee,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
平治物语.md,WL-WORK-1092,平治物语,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
年轻的命运女神.md,WL-WORK-1688,年轻的命运女神,,保罗·瓦莱里,Paul Valéry,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
幽灵之家.md,WL-WORK-1094,幽灵之家,,伊莎贝尔·阿连德,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
幽灵故事.md,WL-WORK-0684,幽灵故事,,彼得·斯特劳布,Peter Straub,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
广漠的世界.md,WL-WORK-1690,广漠的世界,,西罗·阿莱格里亚,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
库希尔的飞镖.md,WL-WORK-0687,库希尔的飞镖,,杰奎琳·凯里,Jacqueline Carey,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
废墟.md,WL-WORK-0688,废墟,The Ruins,斯科特·史密斯,Scott Smith,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
座头市物语.md,WL-WORK-2516,座头市物语,,子母泽宽,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
廷达罗斯猎犬.md,WL-WORK-0689,廷达罗斯猎犬,,弗兰克·贝尔纳普·朗,Frank Belknap Long,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
弗吉尼亚人.md,WL-WORK-2518,弗吉尼亚人,The Virginian,欧文·威斯特,Owen Wister,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
张吉山.md,WL-WORK-1100,张吉山,,黄皙暎,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
弹药筒.md,WL-WORK-1693,弹药筒,,内莉·坎波贝略,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
强盗.md,WL-WORK-2520,强盗,Die Räuber,席勒,Schiller,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
彭公案.md,WL-WORK-2521,彭公案,,贪梦道人,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
彼得堡.md,WL-WORK-1696,彼得堡,,安德烈·别雷,Andrei Bely,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
徐霞客游记.md,WL-WORK-1458,徐霞客游记,,徐霞客,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
微妙的平衡.md,WL-WORK-1102,微妙的平衡,,罗欣顿·米斯特里,Rohinton Mistry,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
心是孤独的猎手.md,WL-WORK-0693,心是孤独的猎手,,卡森·麦卡勒斯,Carson McCullers,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
忍耐石.md,WL-WORK-2070,忍耐石,,阿提克·拉希米,Atiq Rahimi,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
忠臣藏.md,WL-WORK-2522,忠臣藏,,竹田出云 / 三好松洛 / 并木千柳,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
快乐的归来.md,WL-WORK-1106,快乐的归来,,C.S.福雷斯特,C.S. Forester,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
怎么办？.md,WL-WORK-1107,怎么办？,,车尔尼雪夫斯基,Chernyshevsky,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
怒海争锋.md,WL-WORK-1108,怒海争锋,,帕特里克·奥布莱恩,Patrick O'Brian,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
怪谈.md,WL-WORK-0694,怪谈,,小泉八云,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
恋爱中的奥兰多.md,WL-WORK-2524,恋爱中的奥兰多,,马泰奥·马里亚·博亚尔多,Matteo Maria Boiardo,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
恰似水之于巧克力.md,WL-WORK-1111,恰似水之于巧克力,,劳拉·埃斯基维尔,Laura Esquivel,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
悟空传.md,WL-WORK-0695,悟空传,,今何在,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
惊魂记.md,WL-WORK-0696,惊魂记,,罗伯特·布洛赫,Robert Bloch,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
我们失去的光.md,WL-WORK-1708,我们失去的光,,待考,阿根廷当代怪奇,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
我们的美洲.md,WL-WORK-1709,我们的美洲,,何塞·马蒂,Martí,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
我想结束这一切.md,WL-WORK-0700,我想结束这一切,,伊恩·里德,Iain Reid,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
我独自升级.md,WL-WORK-0701,我独自升级,,秋工,Web Novel,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
我，女巫蒂图芭.md,WL-WORK-1117,我，女巫蒂图芭,,玛丽斯·孔戴,Maryse Condé,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
我，里戈韦塔·门楚.md,WL-WORK-1713,我，里戈韦塔·门楚,,里戈韦塔·门楚,Rigoberta Menchú,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
我，陪审员.md,WL-WORK-0091,我，陪审员,,米基·斯皮兰,Mickey Spillane,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
战争.md,WL-WORK-1714,战争,,北川冬彦,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
战争哀歌.md,WL-WORK-2074,战争哀歌,,保宁,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
战国无赖.md,WL-WORK-2527,战国无赖,,孙晓,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
