file,id,title,title_original,author,author_original,current_year,topics,topic_links,source_refs,source_ref_keys,canon_id,awards,verification_status,bibliography_status,publication_year,publication_year_type,year_source_1,year_source_2,source_agreement,confidence,suggested_t,review_status,notes
太阳城.md,WL-WORK-1054,太阳城,,康帕内拉,,,WL-TOPIC-G46-DYSTOPIA,[[../30 专题/QT6 乌托邦、反乌托邦与社会想象/00 反乌托邦文学|反乌托邦文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
太阳石.md,WL-WORK-1649,太阳石,,奥克塔维奥·帕斯,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
太阳门.md,WL-WORK-2048,太阳门,,埃利亚斯·胡里,Elias Khoury,,WL-TOPIC-Q6-WAR,[[../30 专题/QH6 战争、暴力与创伤/00 战争文学|战争文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
失重的人.md,WL-WORK-1650,失重的人,,墨西哥与美墨边境,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
奇侠精忠传.md,WL-WORK-2500,奇侠精忠传,,赵焕亭,,,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.1 武侠/00 武侠文学|武侠文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
奇兰·巴兰之书.md,WL-WORK-1651,奇兰·巴兰之书,,佚名,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
奇异的力量.md,WL-WORK-1652,奇异的力量,,莱奥波尔多·卢贡内斯,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
奇马尔波波卡手抄本.md,WL-WORK-1439,奇马尔波波卡手抄本,,可通过,,,WL-TOPIC-G1-MYTH,[[../30 专题/QT9 神话、传说与民间叙事/00 世界神话文学|世界神话文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
奥勃洛莫夫.md,WL-WORK-1055,奥勃洛莫夫,,冈察洛夫,Goncharov,,WL-TOPIC-G43-BILDUNGSROMAN,[[../30 专题/QH2.5 童年与成长/00 成长文学|成长文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
奥扬泰.md,WL-WORK-1654,奥扬泰,,安第斯,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
奥特朗托城堡.md,WL-WORK-0654,奥特朗托城堡,,霍勒斯·沃波尔,Horace Walpole,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
奥米昆莱的女仆.md,WL-WORK-1656,奥米昆莱的女仆,,丽塔·印第安纳,Rita Indiana,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
女人之国的大门.md,WL-WORK-1057,女人之国的大门,,谢丽·S.特珀,Sheri S. Tepper,,WL-TOPIC-G46-DYSTOPIA,[[../30 专题/QT6 乌托邦、反乌托邦与社会想象/00 反乌托邦文学|反乌托邦文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
女人之岸.md,WL-WORK-1058,女人之岸,,帕梅拉·萨金特,Pamela Sargent,,WL-TOPIC-G46-DYSTOPIA,[[../30 专题/QT6 乌托邦、反乌托邦与社会想象/00 反乌托邦文学|反乌托邦文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
女巫前传.md,WL-WORK-0657,女巫前传,,格雷戈里·马奎尔,Gregory Maguire,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
她乡——中国女性科幻作品选.md,WL-WORK-0468,她乡——中国女性科幻作品选,,新生代,,,WL-TOPIC-G45-SF,[[../30 专题/QT2 科幻/00 科幻文学|科幻文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
她的身体和其他派对.md,WL-WORK-0659,她的身体和其他派对,,卡门·玛丽亚·马查多,Carmen Maria Machado,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
如意郎君.md,WL-WORK-1060,如意郎君,,维克多·塞斯,Vikram Seth,,WL-TOPIC-G43-FAMILY,[[../30 专题/QH2.3 家庭与家族/00 家庭与家族|家庭与家族]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
如果我们无法以光速前行.md,WL-WORK-0479,如果我们无法以光速前行,,金草叶,,,WL-TOPIC-G45-SF,[[../30 专题/QT2 科幻/00 科幻文学|科幻文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
子不语.md,WL-WORK-0662,子不语,,袁枚,,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
孤独之地.md,WL-WORK-0083,孤独之地,,多萝西·B.休斯,Dorothy B. Hughes,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
孤独的迷宫.md,WL-WORK-1668,孤独的迷宫,,奥克塔维奥·帕斯,Paz,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
安魂曲.md,WL-WORK-1670,安魂曲,,阿赫玛托娃,,,WL-TOPIC-M3-MODERNISM,[[../30 专题/M3.1 现代主义/00 现代主义文学|现代主义文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
客人.md,WL-WORK-2052,客人,,黄晳暎,,,WL-TOPIC-Q6-WAR,[[../30 专题/QH6 战争、暴力与创伤/00 战争文学|战争文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
家庭纽带.md,WL-WORK-1673,家庭纽带,,克拉丽丝·李斯佩克朵,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
宾蒂.md,WL-WORK-0473,宾蒂,,恩涅蒂·奥科拉弗,Nnedi Okorafor,,WL-TOPIC-G45-SF,[[../30 专题/QT2 科幻/00 科幻文学|科幻文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
寂寞之井.md,WL-WORK-1072,寂寞之井,,拉德克利夫·霍尔,Radclyffe Hall,,WL-TOPIC-G43-BILDUNGSROMAN,[[../30 专题/QH2.5 童年与成长/00 成长文学|成长文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
寂寞芳心小姐.md,WL-WORK-1674,寂寞芳心小姐,,纳撒尼尔·韦斯特,Nathanael West,,WL-TOPIC-M3-MODERNISM,[[../30 专题/M3.1 现代主义/00 现代主义文学|现代主义文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
寓言集.md,WL-WORK-1675,寓言集,,胡安·何塞·阿雷奥拉,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
封神演义.md,WL-WORK-0668,封神演义,,东方前现代幻想,,,WL-TOPIC-G45-FANTASY;WL-TOPIC-G1-MYTH,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]];[[../30 专题/QT9 神话、传说与民间叙事/00 世界神话文学|世界神话文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
小书痴的下克上.md,WL-WORK-0669,小书痴的下克上,,香月美夜,,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
小猎犬号航海记.md,WL-WORK-1447,小猎犬号航海记,,达尔文,Darwin,,WL-TOPIC-G7-TRAVEL,[[../30 专题/QT14 旅行与游记/00 旅行文学|旅行文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
少雨之地.md,WL-WORK-2508,少雨之地,The Land of Little Rain,玛丽·奥斯汀,Mary Austin,,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.5 西部/00 西部文学|西部文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
尸体会说话.md,WL-WORK-0121,尸体会说话,Postmortem,帕特里夏·康威尔,Patricia Cornwell,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
尸者的帝国.md,WL-WORK-0449,尸者的帝国,,伊藤计划 / 圆城塔,,,WL-TOPIC-G45-SF,[[../30 专题/QT2 科幻/00 科幻文学|科幻文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
屠场.md,WL-WORK-1680,屠场,,埃斯特万·埃切维里亚,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
左传.md,WL-WORK-1084,左传,,左丘明,,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
已知世界.md,WL-WORK-1085,已知世界,,爱德华·P.琼斯,Edward P. Jones,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
巴伦·卡南.md,WL-WORK-1682,巴伦·卡南,,罗萨里奥·卡斯特利亚诺斯,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
巴格达怪客.md,WL-WORK-2058,巴格达怪客,,艾哈迈德·萨达维,Ahmed Saadawi,,WL-TOPIC-Q6-WAR,[[../30 专题/QH6 战争、暴力与创伤/00 战争文学|战争文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
巴西万岁.md,WL-WORK-1685,巴西万岁,,若昂·乌巴尔多·里贝罗,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
巴西之旅.md,WL-WORK-1453,巴西之旅,,让·德·莱里,Jean de Léry,,WL-TOPIC-G7-TRAVEL,[[../30 专题/QT14 旅行与游记/00 旅行文学|旅行文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
巴黎狼人.md,WL-WORK-0676,巴黎狼人,,盖伊·恩多尔,Guy Endore,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
布朗神父的天真.md,WL-WORK-0016,布朗神父的天真,,G.K.切斯特顿,,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
布里辛格门的怪石.md,WL-WORK-0677,布里辛格门的怪石,,艾伦·加纳,Alan Garner,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
布鲁克林有棵树.md,WL-WORK-1089,布鲁克林有棵树,,贝蒂·史密斯,Betty Smith,,WL-TOPIC-G43-BILDUNGSROMAN,[[../30 专题/QH2.5 童年与成长/00 成长文学|成长文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
师父.md,WL-WORK-2512,师父,,徐皓峰,,,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.1 武侠/00 武侠文学|武侠文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
希尔德布兰特之歌.md,WL-WORK-2513,希尔德布兰特之歌,,佚名,,,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.2 欧洲骑士/00 欧洲骑士文学|欧洲骑士文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
希望.md,WL-WORK-2059,希望,,安德烈·马尔罗,Malraux,,WL-TOPIC-Q6-WAR,[[../30 专题/QH6 战争、暴力与创伤/00 战争文学|战争文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
希腊志.md,WL-WORK-1457,希腊志,,保萨尼亚斯,Pausanias,,WL-TOPIC-G7-TRAVEL,[[../30 专题/QT14 旅行与游记/00 旅行文学|旅行文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
希腊罗马名人传.md,WL-WORK-1090,希腊罗马名人传,,普鲁塔克,,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
帝国之庭.md,WL-WORK-0678,帝国之庭,,安娜·史密斯·斯帕克,Anna Smith Spark,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
帽子戏法之死.md,WL-WORK-0067,帽子戏法之死,Death from a Top Hat,克莱顿·罗森,Clayton Rawson,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
干旱的生活.md,WL-WORK-1687,干旱的生活,,格拉西利亚诺·拉莫斯,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
平原之夜.md,WL-WORK-0679,平原之夜,,塔妮丝·李,Tanith Lee,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
平治物语.md,WL-WORK-1092,平治物语,,佚名,,,WL-TOPIC-G44-HISTORICAL;WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]];[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.3 日本武士与剑豪/00 日本武士与剑豪文学|日本武士与剑豪文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
年轻的命运女神.md,WL-WORK-1688,年轻的命运女神,,保罗·瓦莱里,Paul Valéry,,WL-TOPIC-M3-MODERNISM,[[../30 专题/M3.1 现代主义/00 现代主义文学|现代主义文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
幽灵之家.md,WL-WORK-1094,幽灵之家,,伊莎贝尔·阿连德,,,WL-TOPIC-G44-HISTORICAL;WL-TOPIC-R6-LATAM;WL-TOPIC-Q10-MEMORY,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]];[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]];[[../30 专题/QH7 历史、记忆与时间/00 历史、记忆与时间|历史、记忆与时间]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
幽灵故事.md,WL-WORK-0684,幽灵故事,,彼得·斯特劳布,Peter Straub,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
广漠的世界.md,WL-WORK-1690,广漠的世界,,西罗·阿莱格里亚,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
库希尔的飞镖.md,WL-WORK-0687,库希尔的飞镖,,杰奎琳·凯里,Jacqueline Carey,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
废墟.md,WL-WORK-0688,废墟,The Ruins,斯科特·史密斯,Scott Smith,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
座头市物语.md,WL-WORK-2516,座头市物语,,子母泽宽,,,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI;WL-TOPIC-Q15-OUTLAW,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.3 日本武士与剑豪/00 日本武士与剑豪文学|日本武士与剑豪文学]];[[../30 专题/QT8.7 侠盗/00 侠盗文学|侠盗文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
廷达罗斯猎犬.md,WL-WORK-0689,廷达罗斯猎犬,,弗兰克·贝尔纳普·朗,Frank Belknap Long,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
弗吉尼亚人.md,WL-WORK-2518,弗吉尼亚人,The Virginian,欧文·威斯特,Owen Wister,,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.5 西部/00 西部文学|西部文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
张吉山.md,WL-WORK-1100,张吉山,,黄皙暎,,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
弹药筒.md,WL-WORK-1693,弹药筒,,内莉·坎波贝略,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
强盗.md,WL-WORK-2520,强盗,Die Räuber,席勒,Schiller,,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.7 侠盗/00 侠盗文学|侠盗文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
彭公案.md,WL-WORK-2521,彭公案,,贪梦道人,,,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.1 武侠/00 武侠文学|武侠文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
彼得堡.md,WL-WORK-1696,彼得堡,,安德烈·别雷,Andrei Bely,,WL-TOPIC-M3-MODERNISM,[[../30 专题/M3.1 现代主义/00 现代主义文学|现代主义文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
徐霞客游记.md,WL-WORK-1458,徐霞客游记,,徐霞客,,,WL-TOPIC-G7-TRAVEL,[[../30 专题/QT14 旅行与游记/00 旅行文学|旅行文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
微妙的平衡.md,WL-WORK-1102,微妙的平衡,,罗欣顿·米斯特里,Rohinton Mistry,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
心是孤独的猎手.md,WL-WORK-0693,心是孤独的猎手,,卡森·麦卡勒斯,Carson McCullers,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
忍耐石.md,WL-WORK-2070,忍耐石,,阿提克·拉希米,Atiq Rahimi,,WL-TOPIC-Q6-WAR,[[../30 专题/QH6 战争、暴力与创伤/00 战争文学|战争文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
忠臣藏.md,WL-WORK-2522,忠臣藏,,竹田出云 / 三好松洛 / 并木千柳,,,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.3 日本武士与剑豪/00 日本武士与剑豪文学|日本武士与剑豪文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
快乐的归来.md,WL-WORK-1106,快乐的归来,,C.S.福雷斯特,C.S. Forester,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
怎么办？.md,WL-WORK-1107,怎么办？,,车尔尼雪夫斯基,Chernyshevsky,,WL-TOPIC-G43-BILDUNGSROMAN,[[../30 专题/QH2.5 童年与成长/00 成长文学|成长文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
怒海争锋.md,WL-WORK-1108,怒海争锋,,帕特里克·奥布莱恩,Patrick O'Brian,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
怪谈.md,WL-WORK-0694,怪谈,,小泉八云,,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
恋爱中的奥兰多.md,WL-WORK-2524,恋爱中的奥兰多,,马泰奥·马里亚·博亚尔多,Matteo Maria Boiardo,,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.2 欧洲骑士/00 欧洲骑士文学|欧洲骑士文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
恰似水之于巧克力.md,WL-WORK-1111,恰似水之于巧克力,,劳拉·埃斯基维尔,Laura Esquivel,,WL-TOPIC-G43-FAMILY;WL-TOPIC-G44-HISTORICAL;WL-TOPIC-Q2-LOVE,[[../30 专题/QH2.3 家庭与家族/00 家庭与家族|家庭与家族]];[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]];[[../30 专题/QH2.1 爱情与欲望/00 爱情与欲望|爱情与欲望]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
悟空传.md,WL-WORK-0695,悟空传,,今何在,,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
惊魂记.md,WL-WORK-0696,惊魂记,,罗伯特·布洛赫,Robert Bloch,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
我们失去的光.md,WL-WORK-1708,我们失去的光,,待考,阿根廷当代怪奇,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
我们的美洲.md,WL-WORK-1709,我们的美洲,,何塞·马蒂,Martí,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
我想结束这一切.md,WL-WORK-0700,我想结束这一切,,伊恩·里德,Iain Reid,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
我独自升级.md,WL-WORK-0701,我独自升级,,秋工,Web Novel,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
我，女巫蒂图芭.md,WL-WORK-1117,我，女巫蒂图芭,,玛丽斯·孔戴,Maryse Condé,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
我，里戈韦塔·门楚.md,WL-WORK-1713,我，里戈韦塔·门楚,,里戈韦塔·门楚,Rigoberta Menchú,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
我，陪审员.md,WL-WORK-0091,我，陪审员,,米基·斯皮兰,Mickey Spillane,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
战争.md,WL-WORK-1714,战争,,北川冬彦,,,WL-TOPIC-M3-MODERNISM,[[../30 专题/M3.1 现代主义/00 现代主义文学|现代主义文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
战争哀歌.md,WL-WORK-2074,战争哀歌,,保宁,,,WL-TOPIC-Q6-WAR;WL-TOPIC-Q10-MEMORY,[[../30 专题/QH6 战争、暴力与创伤/00 战争文学|战争文学]];[[../30 专题/QH7 历史、记忆与时间/00 历史、记忆与时间|历史、记忆与时间]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
